group_id,retailer,retailer_sku,brand,product_name,price,uom,pack_coverage,promo_price,in_stock,collected_on,data_source,url,specs
G0035,floor_and_decor,FL-133313,AquaGuard,Marbella Water Resistant Laminate,1.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=12;width_in=5;length_in=54;attached_pad=no;waterproof=no;finish=hand scraped;look=tile
G0035,home_depot,HO-389225,TrafficMaster,Marbella Water Resistant Laminate,45.99,per_case,19.28,,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=12;width_in=5;length_in=54;attached_pad=yes;waterproof=no;finish=hand scraped;look=tile
G0035,lowes,LO-600008,allen + roth,Marbella Water Resistant Laminate,50.98,per_case,20.34,,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=12;width_in=5;length_in=54;attached_pad=no;waterproof=no;finish=embossed;look=tile
G0036,floor_and_decor,FL-988812,AquaGuard,Cedar Point Water Resistant Laminate,3.49,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=8;width_in=9;length_in=48;attached_pad=yes;waterproof=no;finish=matte;look=tile
G0036,home_depot,HO-439090,Home Decorators Collection,Cedar Point Water Resistant Laminate,3.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=8;width_in=9;length_in=48;attached_pad=yes;waterproof=no;finish=matte;look=tile
G0036,lowes,LO-301113,Style Selections,Cedar Point Water Resistant Laminate,70.99,per_case,17.54,,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=8;width_in=9;length_in=48;attached_pad=yes;waterproof=no;finish=matte;look=tile
G0037,floor_and_decor,FL-224233,Sono Eclipse,Havana Standard Laminate,1.79,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=12;width_in=7;length_in=50;attached_pad=yes;waterproof=yes;finish=matte;look=hickory
G0037,home_depot,HO-415242,Home Decorators Collection,Havana Standard Laminate,41.98,per_case,19.22,32.98,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=12;width_in=7;length_in=50;attached_pad=yes;waterproof=yes;finish=matte;look=hickory
G0037,lowes,LO-999769,Style Selections,Havana Standard Laminate,2.09,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=12;width_in=7;length_in=50;attached_pad=yes;waterproof=yes;finish=matte;look=hickory
G0038,floor_and_decor,FL-877888,Sono Eclipse,Linen Waterproof Laminate,2.19,per_sq_ft,,1.89,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=10;width_in=7;length_in=50;attached_pad=yes;waterproof=no;finish=embossed;look=tile
G0038,home_depot,HO-811764,Home Decorators Collection,Linen Waterproof Laminate,45.97,per_case,18.53,,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=10;width_in=7;length_in=50;attached_pad=yes;waterproof=no;finish=embossed;look=tile
G0038,lowes,LO-524990,allen + roth,Linen Waterproof Laminate,2.39,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=10;width_in=7;length_in=50;attached_pad=yes;waterproof=no;finish=embossed;look=tile
G0039,floor_and_decor,FL-899161,AquaGuard,Bergamo Waterproof Laminate,1.89,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=8;width_in=5;length_in=50;attached_pad=yes;waterproof=no;finish=hand scraped;look=oak
G0039,home_depot,HO-536267,Home Decorators Collection,Bergamo Waterproof Laminate,2.49,per_sq_ft,,2.19,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=8;width_in=5;length_in=50;attached_pad=no;waterproof=no;finish=hand scraped;look=oak
G0039,lowes,LO-620353,Style Selections,Bergamo Waterproof Laminate,39.99,per_case,17.36,,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=8;width_in=5;length_in=50;attached_pad=yes;waterproof=no;finish=hand scraped;look=oak
G0040,floor_and_decor,FL-205369,AquaGuard,Cambridge Standard Laminate,2.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=10;width_in=5;length_in=48;attached_pad=yes;waterproof=no;finish=matte;look=tile
G0040,lowes,LO-792164,allen + roth,Cambridge Standard Laminate,3.79,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=10;width_in=5;length_in=54;attached_pad=yes;waterproof=no;finish=matte;look=tile
G0041,floor_and_decor,FL-242078,Quick-Step,Bianco Standard Laminate,2.29,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=8;width_in=5;length_in=48;attached_pad=yes;waterproof=yes;finish=hand scraped;look=oak
G0041,home_depot,HO-564311,Quick-Step,Bianco Standard Laminate,2.59,per_sq_ft,,,no,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=8;width_in=5;length_in=48;attached_pad=yes;waterproof=yes;finish=hand scraped;look=oak
G0041,lowes,LO-329571,Quick-Step,Bianco Standard Laminate,2.29,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=4;thickness_mm=8;width_in=5;length_in=48;attached_pad=yes;waterproof=yes;finish=hand scraped;look=oak
G0042,floor_and_decor,FL-958797,AquaGuard,Espresso Standard Laminate,1.59,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=8;width_in=9;length_in=54;attached_pad=no;waterproof=no;finish=hand scraped;look=tile
G0042,home_depot,HO-512752,Home Decorators Collection,Espresso Standard Laminate,1.79,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=8;width_in=9;length_in=50;attached_pad=no;waterproof=no;finish=hand scraped;look=tile
G0042,lowes,LO-271080,Style Selections,Espresso Standard Laminate,1.89,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=8;width_in=9;length_in=54;attached_pad=no;waterproof=no;finish=hand scraped;look=tile
G0043,floor_and_decor,FL-437035,Sono Eclipse,Amber Ridge Waterproof Laminate,3.19,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=7;width_in=7;length_in=48;attached_pad=no;waterproof=no;finish=hand scraped;look=maple
G0043,home_depot,HO-494083,Home Decorators Collection,Amber Ridge Waterproof Laminate,70.99,per_case,17.26,,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=7;width_in=7;length_in=48;attached_pad=yes;waterproof=no;finish=hand scraped;look=maple
G0043,lowes,LO-107310,Style Selections,Amber Ridge Waterproof Laminate,3.29,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=7;width_in=7;length_in=48;attached_pad=no;waterproof=no;finish=matte;look=maple
G0044,floor_and_decor,FL-774916,Sono Eclipse,Sterling Water Resistant Laminate,1.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=10;width_in=7;length_in=48;attached_pad=no;waterproof=yes;finish=embossed;look=hickory
G0044,home_depot,HO-457587,Home Decorators Collection,Sterling Water Resistant Laminate,54.99,per_case,22.16,,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=10;width_in=7;length_in=48;attached_pad=no;waterproof=yes;finish=hand scraped;look=hickory
G0044,lowes,LO-402003,Style Selections,Sterling Water Resistant Laminate,2.09,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=10;width_in=7;length_in=48;attached_pad=no;waterproof=no;finish=embossed;look=hickory
G0045,floor_and_decor,FL-119689,AquaGuard,Granite Peak Waterproof Laminate,1.79,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=10;width_in=5;length_in=48;attached_pad=no;waterproof=no;finish=embossed;look=hickory
G0045,home_depot,HO-808094,Home Decorators Collection,Granite Peak Waterproof Laminate,2.29,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=10;width_in=5;length_in=50;attached_pad=no;waterproof=no;finish=embossed;look=hickory
G0045,lowes,LO-223217,Style Selections,Granite Peak Waterproof Laminate,2.09,per_sq_ft,,1.69,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=10;width_in=5;length_in=48;attached_pad=no;waterproof=no;finish=embossed;look=hickory
G0046,floor_and_decor,FL-414516,Sono Eclipse,Thornbury Standard Laminate,1.39,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=10;width_in=9;length_in=48;attached_pad=yes;waterproof=no;finish=hand scraped;look=maple
G0046,home_depot,HO-389918,Home Decorators Collection,Thornbury Standard Laminate,33.98,per_case,21.16,,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=10;width_in=9;length_in=48;attached_pad=yes;waterproof=yes;finish=hand scraped;look=maple
G0046,lowes,LO-870080,Style Selections,Thornbury Standard Laminate,1.49,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=10;width_in=9;length_in=48;attached_pad=yes;waterproof=no;finish=embossed;look=maple
G0047,floor_and_decor,FL-702194,Sono Eclipse,Blackwater Waterproof Laminate,1.49,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=12;width_in=9;length_in=54;attached_pad=no;waterproof=yes;finish=hand scraped;look=oak
G0047,home_depot,HO-256874,TrafficMaster,Blackwater Waterproof Laminate,1.79,per_sq_ft,,1.39,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=12;width_in=9;length_in=54;attached_pad=no;waterproof=yes;finish=hand scraped;look=oak
G0047,lowes,LO-162071,Style Selections,Blackwater Waterproof Laminate,24.97,per_case,14.33,21.98,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=12;width_in=9;length_in=50;attached_pad=no;waterproof=yes;finish=hand scraped;look=oak
G0048,floor_and_decor,FL-500681,AquaGuard,Cedar Point Water Resistant Laminate,3.39,per_sq_ft,,,yes,2026-08-14,seed_estimate,,ac_rating=5;thickness_mm=12;width_in=7;length_in=54;attached_pad=yes;waterproof=yes;finish=matte;look=tile
G0048,lowes,LO-532696,Style Selections,Cedar Point Water Resistant Laminate,76.99,per_case,18.41,,yes,2026-08-14,seed_estimate,,ac_rating=3;thickness_mm=12;width_in=7;length_in=54;attached_pad=yes;waterproof=yes;finish=matte;look=tile
G0049,floor_and_decor,FL-949273,AquaGuard Wood,Granite Peak Click Engineered,6.99,per_sq_ft,,6.19,yes,2026-08-14,seed_estimate,,species=red oak;veneer_mm=2.0;thickness_mm=12.7;width_in=7.5;finish=hand scraped;install=nail
G0049,home_depot,HO-419856,Malibu Wide Plank,Granite Peak Click Engineered,8.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=red oak;veneer_mm=2.0;thickness_mm=12.7;width_in=7.5;finish=hand scraped;install=nail
G0049,lowes,LO-966622,allen + roth,Granite Peak Click Engineered,8.29,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=red oak;veneer_mm=2.0;thickness_mm=12.7;width_in=7.5;finish=hand scraped;install=nail
G0050,floor_and_decor,FL-113944,AquaGuard Wood,Glacier Glue Down Engineered,6.19,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=white oak;veneer_mm=0.6;thickness_mm=12.7;width_in=5;finish=smooth;install=click
G0050,home_depot,HO-199163,Malibu Wide Plank,Glacier Glue Down Engineered,204.98,per_case,30.98,,yes,2026-08-14,seed_estimate,,species=white oak;veneer_mm=0.6;thickness_mm=12.7;width_in=5;finish=smooth;install=click
G0050,lowes,LO-816510,allen + roth,Glacier Glue Down Engineered,159.98,per_case,24.96,124.98,yes,2026-08-14,seed_estimate,,species=white oak;veneer_mm=0.6;thickness_mm=12.7;width_in=5;finish=smooth;install=click
G0051,floor_and_decor,FL-129354,AquaGuard Wood,Zermatt Glue Down Engineered,6.29,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=red oak;veneer_mm=4.0;thickness_mm=9.5;width_in=9.5;finish=smooth;install=nail
G0051,lowes,LO-831160,allen + roth,Zermatt Glue Down Engineered,139.98,per_case,18.75,,yes,2026-08-14,seed_estimate,,species=red oak;veneer_mm=4.0;thickness_mm=9.5;width_in=9.5;finish=wire brushed;install=nail
G0052,floor_and_decor,FL-258164,Bruce,Havana Wide Plank Engineered,5.29,per_sq_ft,,4.49,yes,2026-08-14,seed_estimate,,species=white oak;veneer_mm=3.0;thickness_mm=12.7;width_in=6.5;finish=wire brushed;install=click
G0052,lowes,LO-566840,Bruce,Havana Wide Plank Engineered,109.98,per_case,19.66,,yes,2026-08-14,seed_estimate,,species=white oak;veneer_mm=3.0;thickness_mm=12.7;width_in=6.5;finish=wire brushed;install=click
G0053,floor_and_decor,FL-514462,Willow Creek,Riverbend Glue Down Engineered,8.39,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=walnut;veneer_mm=2.0;thickness_mm=15.0;width_in=6.5;finish=hand scraped;install=click
G0053,home_depot,HO-708347,Home Decorators Collection,Riverbend Glue Down Engineered,224.98,per_case,23.2,,yes,2026-08-14,seed_estimate,,species=walnut;veneer_mm=2.0;thickness_mm=15.0;width_in=6.5;finish=hand scraped;install=click
G0053,lowes,LO-152478,allen + roth,Riverbend Glue Down Engineered,309.00,per_case,29.41,,yes,2026-08-14,seed_estimate,,species=walnut;veneer_mm=2.0;thickness_mm=12.7;width_in=6.5;finish=hand scraped;install=click
G0054,floor_and_decor,FL-953147,AquaGuard Wood,Stonehaven Wide Plank Engineered,4.09,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=white oak;veneer_mm=4.0;thickness_mm=15.0;width_in=6.5;finish=wire brushed;install=nail
G0054,home_depot,HO-582333,Home Decorators Collection,Stonehaven Wide Plank Engineered,139.98,per_case,26.53,,yes,2026-08-14,seed_estimate,,species=white oak;veneer_mm=4.0;thickness_mm=15.0;width_in=6.5;finish=wire brushed;install=nail
G0054,lowes,LO-256652,allen + roth,Stonehaven Wide Plank Engineered,4.59,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=white oak;veneer_mm=4.0;thickness_mm=15.0;width_in=6.5;finish=hand scraped;install=nail
G0055,floor_and_decor,FL-842941,Mannington,Thornbury Wide Plank Engineered,3.09,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=red oak;veneer_mm=3.0;thickness_mm=12.7;width_in=5;finish=smooth;install=click
G0055,home_depot,HO-650443,Mannington,Thornbury Wide Plank Engineered,64.98,per_case,19.61,,yes,2026-08-14,seed_estimate,,species=red oak;veneer_mm=3.0;thickness_mm=12.7;width_in=5;finish=smooth;install=click
G0055,lowes,LO-950182,Mannington,Thornbury Wide Plank Engineered,64.97,per_case,20.37,53.98,yes,2026-08-14,seed_estimate,,species=red oak;veneer_mm=3.0;thickness_mm=12.7;width_in=5;finish=smooth;install=click
G0056,floor_and_decor,FL-984443,Mannington,Ivory Click Engineered,5.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=maple;veneer_mm=2.0;thickness_mm=15.0;width_in=5;finish=smooth;install=nail
G0056,lowes,LO-120134,Mannington,Ivory Click Engineered,6.29,per_sq_ft,,5.39,yes,2026-08-14,seed_estimate,,species=maple;veneer_mm=2.0;thickness_mm=15.0;width_in=5;finish=smooth;install=nail
G0057,floor_and_decor,FL-815652,AquaGuard Wood,Umber Glue Down Engineered,8.29,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=red oak;veneer_mm=3.0;thickness_mm=15.0;width_in=6.5;finish=wire brushed;install=glue
G0057,home_depot,HO-802584,Malibu Wide Plank,Umber Glue Down Engineered,259.00,per_case,23.72,,yes,2026-08-14,seed_estimate,,species=red oak;veneer_mm=4.0;thickness_mm=15.0;width_in=6.5;finish=wire brushed;install=glue
G0057,lowes,LO-954165,allen + roth,Umber Glue Down Engineered,9.79,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=red oak;veneer_mm=3.0;thickness_mm=15.0;width_in=6.5;finish=wire brushed;install=glue
G0058,floor_and_decor,FL-616229,Willow Creek,Ashford Glue Down Engineered,8.79,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=birch;veneer_mm=0.6;thickness_mm=15.0;width_in=7.5;finish=wire brushed;install=click
G0058,home_depot,HO-827428,Malibu Wide Plank,Ashford Glue Down Engineered,199.98,per_case,20.62,,yes,2026-08-14,seed_estimate,,species=birch;veneer_mm=0.6;thickness_mm=15.0;width_in=7.5;finish=wire brushed;install=click
G0058,lowes,LO-632940,allen + roth,Ashford Glue Down Engineered,279.00,per_case,27.53,,yes,2026-08-14,seed_estimate,,species=birch;veneer_mm=0.6;thickness_mm=15.0;width_in=7.5;finish=wire brushed;install=glue
G0059,floor_and_decor,FL-947659,Willow Creek,Cambridge Wide Plank Engineered,5.59,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=hickory;veneer_mm=0.6;thickness_mm=9.5;width_in=6.5;finish=hand scraped;install=click
G0059,home_depot,HO-203300,Malibu Wide Plank,Cambridge Wide Plank Engineered,7.49,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=hickory;veneer_mm=0.6;thickness_mm=9.5;width_in=6.5;finish=hand scraped;install=click
G0059,lowes,LO-217779,Villa Barcelona,Cambridge Wide Plank Engineered,124.98,per_case,21.5,99.98,yes,2026-08-14,seed_estimate,,species=white oak;veneer_mm=0.6;thickness_mm=9.5;width_in=6.5;finish=hand scraped;install=click
G0060,floor_and_decor,FL-234443,Sonoma,Cedar Point Click Engineered,8.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=walnut;veneer_mm=3.0;thickness_mm=9.5;width_in=5;finish=smooth;install=click
G0060,home_depot,HO-893700,Home Decorators Collection,Cedar Point Click Engineered,9.69,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=walnut;veneer_mm=3.0;thickness_mm=9.5;width_in=5;finish=smooth;install=click
G0060,lowes,LO-210278,allen + roth,Cedar Point Click Engineered,279.00,per_case,28.76,,yes,2026-08-14,seed_estimate,,species=walnut;veneer_mm=3.0;thickness_mm=9.5;width_in=5;finish=smooth;install=click
G0061,floor_and_decor,FL-425900,Willow Creek,Meridian Wide Plank Engineered,6.09,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=red oak;veneer_mm=2.0;thickness_mm=15.0;width_in=9.5;finish=smooth;install=nail
G0061,home_depot,HO-614567,Malibu Wide Plank,Meridian Wide Plank Engineered,6.89,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=red oak;veneer_mm=2.0;thickness_mm=15.0;width_in=9.5;finish=smooth;install=click
G0061,lowes,LO-290666,Villa Barcelona,Meridian Wide Plank Engineered,129.98,per_case,18.15,,yes,2026-08-14,seed_estimate,,species=red oak;veneer_mm=2.0;thickness_mm=9.5;width_in=9.5;finish=smooth;install=nail
G0062,floor_and_decor,FL-776371,Sonoma,Linen Glue Down Engineered,5.39,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=hickory;veneer_mm=4.0;thickness_mm=15.0;width_in=7.5;finish=wire brushed;install=glue
G0062,home_depot,HO-945508,Home Decorators Collection,Linen Glue Down Engineered,6.59,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=hickory;veneer_mm=4.0;thickness_mm=15.0;width_in=7.5;finish=wire brushed;install=glue
G0062,lowes,LO-686931,Villa Barcelona,Linen Glue Down Engineered,5.89,per_sq_ft,,,no,2026-08-14,seed_estimate,,species=hickory;veneer_mm=4.0;thickness_mm=15.0;width_in=7.5;finish=wire brushed;install=glue
G0063,floor_and_decor,FL-413319,Willow Creek,Zermatt Glue Down Engineered,7.79,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=walnut;veneer_mm=4.0;thickness_mm=15.0;width_in=6.5;finish=wire brushed;install=nail
G0063,home_depot,HO-983775,Malibu Wide Plank,Zermatt Glue Down Engineered,299.00,per_case,30.4,,yes,2026-08-14,seed_estimate,,species=walnut;veneer_mm=4.0;thickness_mm=15.0;width_in=6.5;finish=wire brushed;install=nail
G0063,lowes,LO-510519,allen + roth,Zermatt Glue Down Engineered,9.59,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=walnut;veneer_mm=4.0;thickness_mm=15.0;width_in=6.5;finish=wire brushed;install=nail
G0064,floor_and_decor,FL-879466,AquaGuard Wood,Oakmont Wide Plank Engineered,5.69,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=walnut;veneer_mm=2.0;thickness_mm=12.7;width_in=5;finish=hand scraped;install=click
G0064,home_depot,HO-790055,Home Decorators Collection,Oakmont Wide Plank Engineered,6.19,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=walnut;veneer_mm=4.0;thickness_mm=12.7;width_in=5;finish=hand scraped;install=click
G0064,lowes,LO-384954,Villa Barcelona,Oakmont Wide Plank Engineered,114.98,per_case,18.9,99.98,yes,2026-08-14,seed_estimate,,species=walnut;veneer_mm=2.0;thickness_mm=12.7;width_in=5;finish=hand scraped;install=click
G0065,floor_and_decor,FL-722538,Mohawk,Tidewater Prefinished Solid,4.69,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=maple;thickness_in=0.5;width_in=3.25;finish=unfinished;grade=select
G0065,home_depot,HO-516204,Mohawk,Tidewater Prefinished Solid,5.19,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=maple;thickness_in=0.5;width_in=3.25;finish=unfinished;grade=select
G0065,lowes,LO-372591,Mohawk,Tidewater Prefinished Solid,4.89,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=maple;thickness_in=0.5;width_in=3.25;finish=unfinished;grade=select
G0066,floor_and_decor,FL-926994,Sonoma,Pembroke Unfinished Solid,6.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=hickory;thickness_in=0.5;width_in=2.25;finish=hand scraped;grade=character
G0066,home_depot,HO-430208,Home Decorators Collection,Pembroke Unfinished Solid,9.09,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=hickory;thickness_in=0.5;width_in=2.25;finish=hand scraped;grade=character
G0067,floor_and_decor,FL-874555,Sonoma,Havana Prefinished Solid,7.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=birch;thickness_in=0.75;width_in=5;finish=smooth;grade=character
G0067,home_depot,HO-492745,Malibu Wide Plank,Havana Prefinished Solid,9.89,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=birch;thickness_in=0.75;width_in=5;finish=smooth;grade=character
G0067,lowes,LO-497252,Villa Barcelona,Havana Prefinished Solid,9.29,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=birch;thickness_in=0.75;width_in=5;finish=smooth;grade=character
G0068,floor_and_decor,FL-671073,Sonoma,Sundance Prefinished Solid,6.49,per_sq_ft,,5.79,yes,2026-08-14,seed_estimate,,species=hickory;thickness_in=0.75;width_in=3.25;finish=smooth;grade=character
G0068,home_depot,HO-823217,Malibu Wide Plank,Sundance Prefinished Solid,6.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=hickory;thickness_in=0.75;width_in=5;finish=smooth;grade=character
G0068,lowes,LO-445390,allen + roth,Sundance Prefinished Solid,8.09,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=hickory;thickness_in=0.75;width_in=3.25;finish=smooth;grade=character
G0069,floor_and_decor,FL-941188,Founders,Charcoal Prefinished Solid,9.69,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=hickory;thickness_in=0.5;width_in=3.25;finish=unfinished;grade=rustic
G0069,home_depot,HO-797282,Malibu Wide Plank,Charcoal Prefinished Solid,279.00,per_case,22.59,,yes,2026-08-14,seed_estimate,,species=hickory;thickness_in=0.75;width_in=3.25;finish=unfinished;grade=rustic
G0069,lowes,LO-619683,allen + roth,Charcoal Prefinished Solid,10.97,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=maple;thickness_in=0.5;width_in=3.25;finish=unfinished;grade=rustic
G0070,floor_and_decor,FL-833471,Founders,Sundance Prefinished Solid,7.79,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=hickory;thickness_in=0.5;width_in=2.25;finish=unfinished;grade=rustic
G0070,home_depot,HO-664083,Malibu Wide Plank,Sundance Prefinished Solid,199.98,per_case,23,,yes,2026-08-14,seed_estimate,,species=hickory;thickness_in=0.5;width_in=2.25;finish=hand scraped;grade=rustic
G0070,lowes,LO-860199,allen + roth,Sundance Prefinished Solid,8.59,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=hickory;thickness_in=0.5;width_in=2.25;finish=unfinished;grade=rustic
G0071,floor_and_decor,FL-529846,Founders,Quarry Prefinished Solid,7.19,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=maple;thickness_in=0.5;width_in=2.25;finish=smooth;grade=character
G0071,home_depot,HO-358890,Home Decorators Collection,Quarry Prefinished Solid,204.98,per_case,22.26,,yes,2026-08-14,seed_estimate,,species=maple;thickness_in=0.5;width_in=2.25;finish=smooth;grade=character
G0071,lowes,LO-841954,Villa Barcelona,Quarry Prefinished Solid,7.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=maple;thickness_in=0.5;width_in=2.25;finish=smooth;grade=character
G0072,floor_and_decor,FL-985042,Founders,Kingsport Unfinished Solid,5.19,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=white oak;thickness_in=0.5;width_in=3.25;finish=smooth;grade=rustic
G0072,home_depot,HO-801598,Home Decorators Collection,Kingsport Unfinished Solid,6.29,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=white oak;thickness_in=0.5;width_in=3.25;finish=smooth;grade=rustic
G0072,lowes,LO-555679,allen + roth,Kingsport Unfinished Solid,5.49,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=maple;thickness_in=0.5;width_in=3.25;finish=smooth;grade=rustic
G0073,floor_and_decor,FL-869689,Bruce,Sierra Prefinished Solid,8.89,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=maple;thickness_in=0.5;width_in=2.25;finish=unfinished;grade=rustic
G0073,home_depot,HO-179102,Bruce,Sierra Prefinished Solid,10.98,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=maple;thickness_in=0.5;width_in=2.25;finish=unfinished;grade=rustic
G0073,lowes,LO-115836,Bruce,Sierra Prefinished Solid,9.99,per_sq_ft,,7.49,no,2026-08-14,seed_estimate,,species=maple;thickness_in=0.5;width_in=2.25;finish=unfinished;grade=rustic
G0074,floor_and_decor,FL-197606,Mohawk,Autumn Hollow Prefinished Solid,5.49,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=hickory;thickness_in=0.75;width_in=5;finish=hand scraped;grade=rustic
G0074,home_depot,HO-217528,Mohawk,Autumn Hollow Prefinished Solid,6.09,per_sq_ft,,,yes,2026-08-14,seed_estimate,,species=hickory;thickness_in=0.75;width_in=5;finish=hand scraped;grade=rustic
G0074,lowes,LO-785989,Mohawk,Autumn Hollow Prefinished Solid,5.69,per_sq_ft,,4.99,yes,2026-08-14,seed_estimate,,species=hickory;thickness_in=0.75;width_in=5;finish=hand scraped;grade=rustic
G0075,floor_and_decor,FL-640016,Sonoma,Juniper Concrete Look,4.99,per_sq_ft,,,yes,2026-08-14,seed_estimate,,material=porcelain;size_in=18x18;pei_rating=3;finish_tile=textured;rectified=yes;look=stone;thickness_mm=9
G0075,home_depot,HO-470926,Home Decorators Collection,Juniper Concrete Look,129.98,per_case,21.02,99.98,yes,2026-08-14,seed_estimate,,material=porcelain;size_in=18x18;pei_rating=3;finish_tile=textured;rectified=yes;look=stone;thickness_mm=9
G0075,lowes,LO-159757,Satori,Juniper Concrete Look,6.39,per_sq_ft,,,yes,2026-08-14,seed_estimate,,material=porcelain;size_in=6x24;pei_rating=3;finish_tile=textured;rectified=yes;look=stone;thickness_mm=9
