group_id,category,subcategory,description,basis,annual_volume,fnd_brand,fnd_sku,fnd_price_as_quoted,fnd_uom,fnd_pack_coverage,fnd_promo_price,fnd_unit_price,fnd_match_tier,fnd_in_stock,fnd_counted,hd_brand,hd_sku,hd_price_as_quoted,hd_uom,hd_pack_coverage,hd_promo_price,hd_unit_price,hd_match_tier,hd_in_stock,hd_counted,lw_brand,lw_sku,lw_price_as_quoted,lw_uom,lw_pack_coverage,lw_promo_price,lw_unit_price,lw_match_tier,lw_in_stock,lw_counted,mnd_brand,mnd_sku,mnd_price_as_quoted,mnd_uom,mnd_pack_coverage,mnd_promo_price,mnd_unit_price,mnd_match_tier,mnd_in_stock,mnd_counted,tsh_brand,tsh_sku,tsh_price_as_quoted,tsh_uom,tsh_pack_coverage,tsh_promo_price,tsh_unit_price,tsh_match_tier,tsh_in_stock,tsh_counted,market_min,gap_vs_market_min,outcome,cheapest_retailer
F001,Luxury Vinyl Plank,spec_matched,Opening price point SPC,sq_ft,16493.0,Sonoma,FND-359614,1.49,per_sq_ft,,,1.49,base,yes,yes,LifeProof,HD-948966,31.98,per_case,21.56,,1.4833,equivalent,yes,yes,,,,,,,,not carried,,no,Tuscany,MND-446181,24.98,per_box,16.37,,1.526,equivalent,yes,yes,Rush River,TSH-589457,1.89,per_sq_ft,,,1.89,equivalent,yes,yes,1.4833,0.0045,tie,floor_and_decor
F002,Luxury Vinyl Plank,spec_matched,Value SPC,sq_ft,71725.0,DuraLux,FND-444809,2.69,per_sq_ft,,,2.69,base,yes,yes,LifeProof,HD-915639,2.79,per_sq_ft,,,2.79,equivalent,yes,yes,SMARTCORE,LW-708129,2.89,per_sq_ft,,,2.89,equivalent,yes,yes,Patrician,MND-825500,2.89,per_sq_ft,,,2.89,equivalent,yes,yes,Marmi,TSH-797090,3.19,per_sq_ft,,,3.19,equivalent,yes,yes,2.79,-0.0358,win,floor_and_decor
F003,Luxury Vinyl Plank,spec_matched,Mid-tier SPC,sq_ft,40462.0,NuCore,FND-378220,4.89,per_sq_ft,,,4.89,base,yes,yes,TrafficMaster,HD-316157,109.0,per_case,19.94,,5.4664,equivalent,yes,yes,allen + roth,LW-610203,4.79,per_sq_ft,,,4.79,equivalent,yes,yes,Patrician,MND-107638,4.89,per_sq_ft,,,4.89,equivalent,yes,yes,Rush River,TSH-168020,5.79,per_sq_ft,,,5.79,equivalent,yes,yes,4.79,0.0209,loss,lowes
F004,Luxury Vinyl Plank,spec_matched,Premium SPC wide plank,sq_ft,34991.0,DuraLux,FND-525100,2.49,per_sq_ft,,,2.49,base,yes,yes,LifeProof,HD-977994,2.79,per_sq_ft,,2.39,2.39,equivalent,yes,yes,Style Selections,LW-916271,2.49,per_sq_ft,,,2.49,equivalent,yes,yes,Patrician,MND-485213,49.98,per_box,19.48,,2.5657,equivalent,yes,yes,Rush River,TSH-420279,2.49,per_sq_ft,,,2.49,close,yes,yes,2.39,0.0418,loss,home_depot
F005,Luxury Vinyl Plank,spec_matched,Heavy commercial SPC,sq_ft,55325.0,Sonoma,FND-762979,3.99,per_sq_ft,,,3.99,base,yes,yes,Home Decorators Collection,HD-234631,4.29,per_sq_ft,,,4.29,equivalent,yes,yes,allen + roth,LW-616872,4.09,per_sq_ft,,,4.09,equivalent,yes,yes,Tuscany,MND-587950,4.19,per_sq_ft,,,4.19,equivalent,yes,yes,Marmi,TSH-559742,4.59,per_sq_ft,,3.89,3.89,equivalent,yes,yes,3.89,0.0257,loss,tile_shop
F006,Luxury Vinyl Plank,spec_matched,Mid-tier WPC,sq_ft,63077.0,Sonoma,FND-141247,1.59,per_sq_ft,,,1.59,base,yes,yes,LifeProof,HD-536381,25.98,per_case,16.44,,1.5803,equivalent,yes,yes,Style Selections,LW-771799,1.79,per_sq_ft,,,1.79,equivalent,yes,yes,Tuscany,MND-520188,46.98,per_box,27.21,,1.7266,equivalent,yes,yes,,,,,,,,not carried,,no,1.5803,0.0061,loss,home_depot
F007,Luxury Vinyl Plank,spec_matched,Premium WPC wide plank,sq_ft,84767.0,Sonoma,FND-571474,4.89,per_sq_ft,,4.09,4.09,base,yes,yes,TrafficMaster,HD-923900,129.0,per_case,23.67,,5.4499,equivalent,yes,yes,allen + roth,LW-913344,4.79,per_sq_ft,,,4.79,close,yes,yes,Tuscany,MND-318928,84.98,per_box,17.38,,4.8895,equivalent,yes,yes,,,,,,,,not carried,,no,4.79,-0.1461,win,floor_and_decor
F008,Luxury Vinyl Plank,spec_matched,Glue-down LVT plank,sq_ft,35759.0,DuraLux,FND-961436,2.49,per_sq_ft,,2.09,2.09,base,yes,yes,LifeProof,HD-676606,2.69,per_sq_ft,,,2.69,equivalent,yes,yes,allen + roth,LW-736229,2.69,per_sq_ft,,2.39,2.39,equivalent,yes,yes,Tuscany,MND-583386,60.98,per_box,22.69,,2.6875,equivalent,yes,yes,Kismet,TSH-977875,2.69,per_sq_ft,,,2.69,equivalent,yes,yes,2.39,-0.1255,win,floor_and_decor
F009,Luxury Vinyl Plank,spec_matched,Glue-down LVT stone look,sq_ft,24262.0,Salerno,FND-893464,1.59,per_sq_ft,,,1.59,base,yes,yes,LifeProof,HD-878003,41.98,per_case,24.07,,1.7441,equivalent,yes,yes,SMARTCORE,LW-721302,1.59,per_sq_ft,,,1.59,equivalent,yes,yes,Dakota,MND-690560,1.79,per_sq_ft,,,1.79,equivalent,yes,yes,Rush River,TSH-194131,1.89,per_sq_ft,,,1.89,equivalent,yes,yes,1.59,0.0,tie,floor_and_decor
F010,Luxury Vinyl Plank,spec_matched,Commercial glue-down LVT,sq_ft,81533.0,NuCore,FND-862390,2.29,per_sq_ft,,,2.29,base,yes,yes,Home Decorators Collection,HD-949251,63.98,per_case,25.36,,2.5229,equivalent,yes,yes,Style Selections,LW-569598,2.19,per_sq_ft,,,2.19,equivalent,yes,yes,,,,,,,,not carried,,no,Rush River,TSH-985743,2.89,per_sq_ft,,,2.89,equivalent,yes,yes,2.19,0.0457,loss,lowes
F011,Luxury Vinyl Plank,spec_matched,"Rigid core, cork back",sq_ft,27236.0,NuCore,FND-834805,3.39,per_sq_ft,,,3.39,base,yes,yes,LifeProof,HD-509788,3.69,per_sq_ft,,,3.69,equivalent,yes,yes,Style Selections,LW-122547,3.89,per_sq_ft,,,3.89,equivalent,yes,yes,Patrician,MND-106984,55.98,per_box,17.97,,3.1152,equivalent,yes,yes,Kismet,TSH-236746,3.99,per_sq_ft,,,3.99,equivalent,yes,yes,3.1152,0.0882,loss,menards
F012,Luxury Vinyl Plank,spec_matched,Rigid core tile format,sq_ft,25322.0,Salerno,FND-207775,2.39,per_sq_ft,,,2.39,base,yes,yes,LifeProof,HD-478104,59.98,per_case,22.32,50.98,2.2841,equivalent,yes,yes,,,,,,,,not carried,,no,Dakota,MND-126962,57.98,per_box,21.81,,2.6584,equivalent,yes,yes,Rush River,TSH-855271,2.59,per_sq_ft,,,2.59,equivalent,yes,yes,2.2841,0.0464,loss,home_depot
F013,Luxury Vinyl Plank,spec_matched,Entry waterproof wood look,sq_ft,56266.0,AquaGuard,FND-594130,2.79,per_sq_ft,,,2.79,base,yes,yes,Home Decorators Collection,HD-700486,2.89,per_sq_ft,,,2.89,equivalent,yes,yes,Style Selections,LW-891234,3.09,per_sq_ft,,,3.09,equivalent,yes,yes,Patrician,MND-305026,81.98,per_box,27.51,,2.98,equivalent,yes,yes,Marmi,TSH-870722,2.79,per_sq_ft,,,2.79,equivalent,yes,yes,2.79,0.0,tie,floor_and_decor
F014,Luxury Vinyl Plank,spec_matched,Long-plank premium,sq_ft,36143.0,AquaGuard,FND-748805,4.19,per_sq_ft,,,4.19,base,yes,yes,TrafficMaster,HD-309102,4.79,per_sq_ft,,,4.79,equivalent,yes,yes,Style Selections,LW-878626,4.29,per_sq_ft,,,4.29,equivalent,yes,yes,Tuscany,MND-780636,95.98,per_box,24.44,78.98,3.2316,equivalent,yes,yes,Marmi,TSH-264729,4.59,per_sq_ft,,,4.59,equivalent,yes,yes,3.2316,0.2966,loss,menards
F015,Porcelain Tile,spec_matched,Wood-look plank 6x36,sq_ft,42449.0,AquaGuard,FND-559238,5.29,per_sq_ft,,,5.29,base,yes,yes,Home Decorators Collection,HD-585444,5.19,per_sq_ft,,,5.19,equivalent,yes,yes,Style Selections,LW-912322,5.69,per_sq_ft,,,5.69,equivalent,yes,yes,Patrician,MND-705820,139.0,per_box,26.64,,5.2177,equivalent,yes,yes,,,,,,,,not carried,,no,5.19,0.0193,loss,home_depot
F016,Porcelain Tile,spec_matched,Wood-look plank 8x48 rectified,sq_ft,70788.0,AquaGuard,FND-766824,4.59,per_sq_ft,,,4.59,base,yes,yes,LifeProof,HD-682539,81.98,per_case,16.19,66.98,4.1371,equivalent,yes,yes,SMARTCORE,LW-333161,4.89,per_sq_ft,,,4.89,equivalent,yes,yes,Patrician,MND-875437,4.79,per_sq_ft,,,4.79,equivalent,yes,yes,Marmi,TSH-150425,5.69,per_sq_ft,,,5.69,equivalent,yes,yes,4.1371,0.1095,loss,home_depot
F017,Porcelain Tile,spec_matched,Marble-look 12x24 polished,sq_ft,8696.0,DuraLux,FND-347360,3.69,per_sq_ft,,,3.69,base,yes,yes,LifeProof,HD-296368,109.0,per_case,29.75,,3.6639,equivalent,yes,yes,SMARTCORE,LW-765127,3.99,per_sq_ft,,,3.99,equivalent,yes,yes,Dakota,MND-747359,4.09,per_sq_ft,,3.59,3.59,equivalent,yes,yes,Kismet,TSH-952383,3.99,per_sq_ft,,,3.99,equivalent,yes,yes,3.59,0.0279,loss,menards
F018,Porcelain Tile,spec_matched,Marble-look 24x48 large format,sq_ft,6556.0,DuraLux,FND-781533,2.19,per_sq_ft,,,2.19,base,yes,yes,,,,,,,,not carried,,no,SMARTCORE,LW-964678,2.29,per_sq_ft,,,2.29,equivalent,yes,yes,,,,,,,,not carried,,no,Rush River,TSH-662021,2.59,per_sq_ft,,2.29,2.29,equivalent,yes,yes,2.29,-0.0437,win,floor_and_decor
F019,Porcelain Tile,spec_matched,Concrete-look 24x24 matte,sq_ft,83717.0,DuraLux,FND-114550,1.69,per_sq_ft,,1.39,1.39,base,yes,yes,LifeProof,HD-760657,1.69,per_sq_ft,,,1.69,equivalent,yes,yes,allen + roth,LW-352331,1.69,per_sq_ft,,,1.69,equivalent,yes,yes,Tuscany,MND-335828,26.98,per_box,16.14,23.98,1.4857,equivalent,yes,yes,Marmi,TSH-977947,2.09,per_sq_ft,,,2.09,equivalent,yes,yes,1.4857,-0.0644,win,floor_and_decor
F020,Porcelain Tile,spec_matched,Concrete-look 12x24 matte,sq_ft,51461.0,AquaGuard,FND-578252,3.89,per_sq_ft,,3.49,3.49,base,yes,yes,LifeProof,HD-550117,4.29,per_sq_ft,,,4.29,equivalent,yes,yes,allen + roth,LW-424999,3.69,per_sq_ft,,,3.69,equivalent,yes,yes,,,,,,,,not carried,,no,Rush River,TSH-722204,4.79,per_sq_ft,,,4.79,equivalent,yes,yes,3.69,-0.0542,win,floor_and_decor
F021,Porcelain Tile,spec_matched,Opening price point 12x12,sq_ft,88662.0,Salerno,FND-556783,1.39,per_sq_ft,,,1.39,base,yes,yes,,,,,,,,not carried,,no,Style Selections,LW-524468,1.49,per_sq_ft,,,1.49,equivalent,yes,yes,Tuscany,MND-680865,25.98,per_box,17.37,,1.4957,equivalent,yes,yes,Kismet,TSH-113138,1.39,per_sq_ft,,,1.39,equivalent,yes,yes,1.39,0.0,tie,floor_and_decor
F022,Porcelain Tile,spec_matched,2cm outdoor paver 24x24,sq_ft,57812.0,Salerno,FND-390846,1.89,per_sq_ft,,,1.89,base,yes,yes,TrafficMaster,HD-535332,53.98,per_case,24.6,,2.1943,equivalent,yes,yes,Style Selections,LW-745919,2.09,per_sq_ft,,,2.09,equivalent,yes,yes,Tuscany,MND-290288,1.69,per_sq_ft,,,1.69,equivalent,yes,yes,Rush River,TSH-565380,2.19,per_sq_ft,,,2.19,equivalent,yes,yes,1.69,0.1183,loss,menards
F023,Ceramic Tile,spec_matched,Subway 3x6 glossy white,sq_ft,58491.0,AquaGuard,FND-601972,1.89,per_sq_ft,,,1.89,base,yes,yes,TrafficMaster,HD-512461,33.98,per_case,17.17,,1.979,equivalent,yes,yes,allen + roth,LW-652626,1.79,per_sq_ft,,,1.79,close,yes,yes,Tuscany,MND-169685,41.98,per_box,23.29,,1.8025,close,yes,yes,Kismet,TSH-433551,1.89,per_sq_ft,,,1.89,equivalent,yes,yes,1.79,0.0559,loss,lowes
F024,Ceramic Tile,spec_matched,Subway 4x12 glossy,sq_ft,63608.0,Sonoma,FND-325487,1.39,per_sq_ft,,,1.39,base,yes,yes,TrafficMaster,HD-970894,22.98,per_case,16.95,18.98,1.1198,equivalent,yes,yes,SMARTCORE,LW-130184,1.49,per_sq_ft,,1.29,1.29,equivalent,yes,yes,Dakota,MND-628069,23.98,per_box,17.56,,1.3656,equivalent,yes,yes,Kismet,TSH-364628,1.49,per_sq_ft,,,1.49,equivalent,yes,yes,1.1198,0.2413,loss,home_depot
F025,Ceramic Tile,spec_matched,Floor tile 12x12,sq_ft,3533.0,DuraLux,FND-799736,0.99,per_sq_ft,,,0.99,base,yes,yes,TrafficMaster,HD-237970,24.98,per_case,22.67,21.98,0.9696,equivalent,yes,yes,Style Selections,LW-239508,0.99,per_sq_ft,,0.89,0.89,equivalent,yes,yes,Patrician,MND-386167,25.98,per_box,29.11,,0.8925,equivalent,yes,yes,Rush River,TSH-248412,1.19,per_sq_ft,,1.09,1.09,equivalent,yes,yes,0.89,0.1124,loss,lowes
F026,Ceramic Tile,spec_matched,Wall tile 4x16 matte,sq_ft,10358.0,Sonoma,FND-820504,1.19,per_sq_ft,,,1.19,base,yes,yes,TrafficMaster,HD-533425,25.98,per_case,22.66,,1.1465,equivalent,yes,yes,Style Selections,LW-912412,1.09,per_sq_ft,,,1.09,close,yes,yes,Tuscany,MND-280415,1.19,per_sq_ft,,,1.19,equivalent,yes,yes,Rush River,TSH-953407,1.39,per_sq_ft,,,1.39,equivalent,yes,yes,1.09,0.0917,loss,lowes
F027,Mosaic & Decorative Tile,spec_matched,Porcelain hex mosaic 2in,sq_ft,42642.0,AquaGuard,FND-121888,17.98,per_sq_ft,,,17.98,base,yes,yes,Home Decorators Collection,HD-596921,20.98,per_sq_ft,,,20.98,equivalent,yes,yes,SMARTCORE,LW-479605,19.98,per_sq_ft,,,19.98,equivalent,yes,yes,Dakota,MND-858311,15.98,per_sq_ft,,,15.98,equivalent,yes,yes,Rush River,TSH-200276,19.98,per_sq_ft,,,19.98,equivalent,yes,yes,15.98,0.1252,loss,menards
F028,Mosaic & Decorative Tile,spec_matched,Glass subway mosaic sheet,sq_ft,25602.0,Salerno,FND-515613,11.98,per_sq_ft,,,11.98,base,yes,yes,Home Decorators Collection,HD-403747,13.98,per_sq_ft,,,13.98,equivalent,yes,yes,Style Selections,LW-449424,13.98,per_sq_ft,,12.98,12.98,equivalent,yes,yes,Tuscany,MND-183935,11.98,per_sq_ft,,9.89,9.89,equivalent,yes,yes,,,,,,,,not carried,,no,9.89,0.2113,loss,menards
F029,Natural Stone Tile,spec_matched,Marble 12x24 honed,sq_ft,20325.0,NuCore,FND-733498,10.98,per_sq_ft,,,10.98,base,yes,yes,TrafficMaster,HD-513160,10.98,per_sq_ft,,,10.98,equivalent,yes,yes,SMARTCORE,LW-416039,10.98,per_sq_ft,,9.59,9.59,equivalent,yes,yes,Dakota,MND-920771,189.0,per_box,17.5,,10.8,equivalent,yes,yes,,,,,,,,not carried,,no,9.59,0.1449,loss,lowes
F030,Natural Stone Tile,spec_matched,Travertine 18x18 tumbled,sq_ft,13315.0,NuCore,FND-351757,5.49,per_sq_ft,,5.09,5.09,base,yes,yes,,,,,,,,not carried,,no,Style Selections,LW-937100,5.69,per_sq_ft,,,5.69,equivalent,yes,yes,Dakota,MND-156033,109.0,per_box,20.59,,5.2938,close,yes,yes,Kismet,TSH-888275,5.39,per_sq_ft,,,5.39,equivalent,yes,yes,5.2938,-0.0385,win,floor_and_decor
F031,Engineered Hardwood,spec_matched,"White oak 7.5in, 3mm veneer",sq_ft,79407.0,NuCore,FND-473136,3.29,per_sq_ft,,,3.29,base,yes,yes,Home Decorators Collection,HD-536634,3.19,per_sq_ft,,,3.19,equivalent,yes,yes,SMARTCORE,LW-288978,3.69,per_sq_ft,,,3.69,equivalent,yes,yes,Patrician,MND-647484,62.98,per_box,21.24,,2.9652,equivalent,yes,yes,,,,,,,,not carried,,no,2.9652,0.1095,loss,menards
F032,Engineered Hardwood,spec_matched,"White oak 6.5in, 2mm veneer",sq_ft,40687.0,DuraLux,FND-832427,4.79,per_sq_ft,,,4.79,base,yes,yes,,,,,,,,not carried,,no,allen + roth,LW-489804,5.49,per_sq_ft,,,5.49,equivalent,yes,yes,Tuscany,MND-514606,119.0,per_box,24.45,109.0,4.4581,equivalent,yes,yes,,,,,,,,not carried,,no,4.4581,0.0744,loss,menards
F033,Engineered Hardwood,spec_matched,"White oak 5in, entry veneer",sq_ft,10018.0,Salerno,FND-311331,4.09,per_sq_ft,,,4.09,base,yes,yes,LifeProof,HD-805742,80.98,per_case,20.77,,3.8989,close,yes,yes,,,,,,,,not carried,,no,Dakota,MND-472011,3.89,per_sq_ft,,,3.89,equivalent,yes,yes,,,,,,,,not carried,,no,3.89,0.0514,loss,home_depot
F034,Engineered Hardwood,spec_matched,"Hickory 6.5in, 3mm veneer",sq_ft,53170.0,DuraLux,FND-349246,4.49,per_sq_ft,,,4.49,base,yes,yes,Home Decorators Collection,HD-607360,4.49,per_sq_ft,,4.09,4.09,equivalent,yes,yes,SMARTCORE,LW-431292,5.09,per_sq_ft,,4.59,4.59,equivalent,yes,yes,Tuscany,MND-872978,4.19,per_sq_ft,,,4.19,equivalent,yes,yes,,,,,,,,not carried,,no,4.09,0.0978,loss,home_depot
F035,Engineered Hardwood,spec_matched,"Maple 5in, 2mm veneer",sq_ft,53241.0,DuraLux,FND-974621,8.49,per_sq_ft,,6.89,6.89,base,yes,yes,LifeProof,HD-447140,279.0,per_case,29.74,,9.3813,equivalent,yes,yes,allen + roth,LW-219312,7.89,per_sq_ft,,,7.89,equivalent,yes,yes,Dakota,MND-510767,249.0,per_box,28.55,,8.7215,close,yes,yes,,,,,,,,not carried,,no,7.89,-0.1267,win,floor_and_decor
F036,Solid Hardwood,spec_matched,Red oak 2.25in select,sq_ft,89412.0,Sonoma,FND-318799,5.49,per_sq_ft,,,5.49,base,yes,yes,Home Decorators Collection,HD-270125,109.0,per_case,20.93,,5.2078,equivalent,yes,yes,SMARTCORE,LW-327233,5.59,per_sq_ft,,,5.59,equivalent,yes,yes,,,,,,,,not carried,,no,,,,,,,,not carried,,no,5.2078,0.0542,loss,home_depot
F037,Solid Hardwood,spec_matched,Red oak 3.25in select,sq_ft,43737.0,Salerno,FND-840048,4.99,per_sq_ft,,,4.99,base,yes,yes,TrafficMaster,HD-240006,5.19,per_sq_ft,,,5.19,equivalent,yes,yes,Style Selections,LW-596973,5.29,per_sq_ft,,,5.29,equivalent,yes,yes,Patrician,MND-951795,109.0,per_box,23.6,,4.6186,equivalent,yes,yes,,,,,,,,not carried,,no,4.6186,0.0804,loss,menards
F038,Solid Hardwood,spec_matched,White oak 5in character,sq_ft,42721.0,Salerno,FND-287439,4.79,per_sq_ft,,,4.79,base,yes,yes,,,,,,,,not carried,,no,SMARTCORE,LW-857109,5.59,per_sq_ft,,,5.59,equivalent,yes,yes,Dakota,MND-396526,84.98,per_box,18.75,77.98,4.1589,equivalent,yes,yes,,,,,,,,not carried,,no,4.1589,0.1517,loss,menards
F039,Solid Hardwood,spec_matched,Hickory 5in hand scraped,sq_ft,11685.0,Sonoma,FND-724463,5.09,per_sq_ft,,,5.09,base,yes,yes,Home Decorators Collection,HD-709648,5.39,per_sq_ft,,,5.39,equivalent,yes,yes,Style Selections,LW-269586,5.19,per_sq_ft,,,5.19,equivalent,yes,yes,,,,,,,,not carried,,no,,,,,,,,not carried,,no,5.19,-0.0193,win,floor_and_decor
F040,Solid Hardwood,spec_matched,Maple 3.25in select,sq_ft,7289.0,NuCore,FND-376038,5.79,per_sq_ft,,,5.79,base,yes,yes,LifeProof,HD-134568,149.0,per_case,26.78,,5.5639,equivalent,yes,yes,SMARTCORE,LW-805369,5.59,per_sq_ft,,,5.59,equivalent,yes,yes,,,,,,,,not carried,,no,,,,,,,,not carried,,no,5.5639,0.0406,loss,home_depot
F041,Solid Hardwood,Bruce,Bruce Solid oak 2.25in - match the model code exactly,sq_ft,56528.0,Bruce,FND-110274,4.99,per_sq_ft,,,4.99,base,yes,yes,,,,,,,,not carried,,no,Bruce,LW-351384,4.99,per_sq_ft,,,4.99,exact,yes,yes,Bruce,MND-511883,5.29,per_sq_ft,,,5.29,exact,yes,yes,,,,,,,,not carried,,no,4.99,0.0,tie,floor_and_decor
F042,Engineered Hardwood,Bruce,Bruce Engineered oak - match the model code exactly,sq_ft,65349.0,Bruce,FND-763402,8.69,per_sq_ft,,,8.69,base,yes,yes,Bruce,HD-190232,9.69,per_sq_ft,,,9.69,exact,yes,yes,Bruce,LW-433241,8.59,per_sq_ft,,,8.59,exact,yes,yes,Bruce,MND-175907,8.59,per_sq_ft,,,8.59,exact,yes,yes,,,,,,,,not carried,,no,8.59,0.0116,loss,lowes
F043,Luxury Vinyl Plank,Pergo,Pergo Pergo rigid core - collections differ by banner,sq_ft,11266.0,Pergo,FND-381477,3.59,per_sq_ft,,,3.59,base,yes,yes,Pergo,HD-801732,67.98,per_case,17.86,,3.8063,exact,yes,yes,Pergo,LW-140038,3.59,per_sq_ft,,,3.59,exact,yes,yes,,,,,,,,not carried,,no,Pergo,TSH-138503,3.79,per_sq_ft,,3.19,3.19,exact,yes,yes,3.19,0.1254,loss,tile_shop
F044,Luxury Vinyl Plank,COREtec,COREtec COREtec plank - check the collection name,sq_ft,4898.0,COREtec,FND-851216,4.79,per_sq_ft,,,4.79,base,yes,yes,COREtec,HD-195876,5.09,per_sq_ft,,,5.09,exact,yes,yes,COREtec,LW-644079,4.79,per_sq_ft,,,4.79,exact,yes,yes,COREtec,MND-991743,4.89,per_sq_ft,,,4.89,exact,yes,yes,COREtec,TSH-477198,5.49,per_sq_ft,,,5.49,exact,yes,yes,4.79,0.0,tie,floor_and_decor
F045,Porcelain Tile,MSI,MSI MSI porcelain - collections vary by banner,sq_ft,70229.0,MSI,FND-171614,4.89,per_sq_ft,,,4.89,base,yes,yes,MSI,HD-368043,96.98,per_case,18.78,,5.164,exact,yes,yes,MSI,LW-390991,5.39,per_sq_ft,,,5.39,exact,yes,yes,MSI,MND-973362,109.0,per_box,21.87,,4.984,exact,yes,yes,MSI,TSH-272551,4.99,per_sq_ft,,,4.99,exact,yes,yes,4.984,-0.0189,win,floor_and_decor
F046,Ceramic Tile,Marazzi,Marazzi Marazzi ceramic - check the series name,sq_ft,45655.0,Marazzi,FND-300746,1.29,per_sq_ft,,,1.29,base,yes,yes,Marazzi,HD-202925,1.29,per_sq_ft,,,1.29,exact,yes,yes,,,,,,,,not carried,,no,Marazzi,MND-855598,1.29,per_sq_ft,,,1.29,exact,yes,yes,Marazzi,TSH-895072,1.39,per_sq_ft,,,1.39,exact,yes,yes,1.29,0.0,tie,floor_and_decor
