group_id,category,subcategory,description,basis,annual_volume,fnd_unit_price,home_depot_unit_price,home_depot_delta_pct,home_depot_match_tier,lowes_unit_price,lowes_delta_pct,lowes_match_tier,menards_unit_price,menards_delta_pct,menards_match_tier,tile_shop_unit_price,tile_shop_delta_pct,tile_shop_match_tier,market_min,gap_vs_market_min,outcome,cheapest_retailer,flags
G0093,Porcelain Tile,Concrete Look,Concrete Look - Bayside porcelain 12x24,sq_ft,89429.0,2.09,,,none,2.39,0.1435,equivalent,,,none,2.59,0.2392,equivalent,2.39,-0.1255,win,floor_and_decor,no_competitor_offer:home_depot;no_competitor_offer:menards
G0094,Porcelain Tile,Outdoor Paver,Outdoor Paver - Thornbury porcelain 12x24,sq_ft,100140.0,5.09,5.49,0.0786,exact,5.985,0.1758,exact,4.1928,-0.1763,exact,,,none,4.1928,0.214,loss,menards,no_competitor_offer:tile_shop;promo_driven_gap:menards
G0095,Porcelain Tile,Marble Look,Marble Look - Maplewood porcelain 12x12,sq_ft,115294.0,4.79,5.69,0.1879,equivalent,6.09,0.2714,equivalent,5.1945,0.0844,equivalent,6.09,0.2714,equivalent,5.1945,-0.0779,win,floor_and_decor,
G0096,Porcelain Tile,Large Format,Large Format - Quarry porcelain 12x24,sq_ft,39440.0,5.89,5.59,-0.0509,equivalent,7.995,0.3574,equivalent,6.69,0.1358,equivalent,7.495,0.2725,equivalent,5.59,0.0537,loss,home_depot,promo_driven_gap:home_depot
G0097,Porcelain Tile,Marble Look,Marble Look - Yorkshire porcelain 24x48,sq_ft,30584.0,3.79,4.308,0.1367,equivalent,4.89,0.2902,equivalent,3.89,0.0264,equivalent,,,none,3.89,-0.0257,win,floor_and_decor,no_competitor_offer:tile_shop
G0098,Porcelain Tile,Large Format,Large Format - Windsor porcelain 24x24,sq_ft,30763.0,5.39,6.2162,0.1533,close,6.69,0.2412,equivalent,6.7951,0.2607,equivalent,6.09,0.1299,equivalent,6.09,-0.1149,win,floor_and_decor,
G0099,Porcelain Tile,Marble Look,Marble Look - Maplewood porcelain 12x12,sq_ft,20183.0,3.99,6.0523,0.5169,equivalent,6.39,0.6015,equivalent,5.89,0.4762,equivalent,5.89,0.4762,equivalent,5.89,-0.3226,win,floor_and_decor,extreme_gap:home_depot;extreme_gap:lowes;extreme_gap:menards;extreme_gap:tile_shop
G0100,Porcelain Tile,Large Format,Large Format - Blackwater porcelain 12x12,sq_ft,148412.0,4.39,4.8058,0.0947,exact,4.79,0.0911,exact,4.7225,0.0757,exact,4.89,0.1139,exact,4.7225,-0.0704,win,floor_and_decor,
G0101,Ceramic Tile,Field Tile,Field Tile - Windsor ceramic 4x16,sq_ft,11366.0,2.89,,,none,3.19,0.1038,close,3.19,0.1038,close,3.5779,0.238,close,3.19,-0.094,win,floor_and_decor,competitor_out_of_stock:tile_shop;no_competitor_offer:home_depot
G0102,Ceramic Tile,Subway Tile,Subway Tile - Riverbend ceramic 4x12,sq_ft,127832.0,1.39,1.9391,0.395,close,1.7702,0.2735,close,1.99,0.4317,equivalent,2.3702,0.7052,equivalent,1.7702,-0.2148,win,floor_and_decor,extreme_gap:menards;extreme_gap:tile_shop
G0103,Ceramic Tile,Floor Ceramic,Floor Ceramic - Sterling ceramic 3x6,sq_ft,43525.0,1.79,2.346,0.3106,close,2.0702,0.1565,close,2.19,0.2235,close,2.09,0.1676,close,2.0702,-0.1353,win,floor_and_decor,
G0104,Ceramic Tile,Subway Tile,Subway Tile - Charcoal ceramic 3x6,sq_ft,100579.0,1.89,2.09,0.1058,close,2.32,0.2275,equivalent,1.7036,-0.0986,equivalent,2.59,0.3704,close,1.7036,0.1094,loss,menards,promo_driven_gap:menards
G0105,Ceramic Tile,Subway Tile,Subway Tile - Charcoal ceramic 3x6,sq_ft,147604.0,1.19,1.29,0.084,equivalent,1.52,0.2773,equivalent,1.3217,0.1107,close,,,none,1.29,-0.0775,win,floor_and_decor,competitor_out_of_stock:lowes;no_competitor_offer:tile_shop
G0106,Ceramic Tile,Field Tile,Field Tile - Onyx ceramic 12x12,sq_ft,120062.0,2.79,3.09,0.1075,exact,3.09,0.1075,exact,3.0451,0.0914,exact,3.19,0.1434,exact,3.0451,-0.0838,win,floor_and_decor,
G0107,Ceramic Tile,Field Tile,Field Tile - Bayside ceramic 12x12,sq_ft,54136.0,2.89,3.0293,0.0482,close,3.69,0.2768,equivalent,3.0822,0.0665,equivalent,3.49,0.2076,equivalent,3.0293,-0.046,win,floor_and_decor,
G0108,Ceramic Tile,Floor Ceramic,Floor Ceramic - Juniper ceramic 6x24,sq_ft,83668.0,2.29,2.5622,0.1189,close,2.69,0.1747,equivalent,2.6461,0.1555,close,2.49,0.0873,equivalent,2.49,-0.0803,win,floor_and_decor,
G0109,Ceramic Tile,Floor Ceramic,Floor Ceramic - Fieldstone ceramic 12x12,sq_ft,119389.0,2.09,2.5497,0.22,close,2.39,0.1435,close,2.19,0.0478,close,2.49,0.1914,close,2.19,-0.0457,win,floor_and_decor,
G0110,Ceramic Tile,Field Tile,Field Tile - Quarry ceramic 6x24,sq_ft,69662.0,0.99,1.0735,0.0843,close,1.09,0.101,equivalent,1.0981,0.1092,equivalent,1.39,0.404,equivalent,1.0735,-0.0778,win,floor_and_decor,extreme_gap:tile_shop
G0111,Ceramic Tile,Subway Tile,Subway Tile - Chelsea ceramic 12x12,sq_ft,117796.0,0.79,1.09,0.3797,equivalent,0.8701,0.1014,close,0.99,0.2532,equivalent,,,none,0.8701,-0.0921,win,floor_and_decor,no_competitor_offer:tile_shop
G0112,Ceramic Tile,Field Tile,Field Tile - Coastal Grey ceramic 4x16,sq_ft,149603.0,2.29,2.59,0.131,equivalent,2.89,0.262,close,2.8697,0.2531,close,2.6778,0.1693,close,2.59,-0.1158,win,floor_and_decor,
G0113,Ceramic Tile,Floor Ceramic,Floor Ceramic - Redmond ceramic 12x12,sq_ft,129225.0,1.19,1.29,0.084,exact,1.29,0.084,exact,1.3539,0.1377,exact,0.99,-0.1681,exact,0.99,0.202,loss,tile_shop,promo_driven_gap:tile_shop
G0114,Ceramic Tile,Floor Ceramic,Floor Ceramic - Meridian ceramic 4x12,sq_ft,48988.0,1.49,1.89,0.2685,exact,1.89,0.2685,exact,,,none,1.99,0.3356,exact,1.89,-0.2116,win,floor_and_decor,no_competitor_offer:menards
G0115,Natural Stone Tile,Slate,Slate - Onyx travertine 12x12,sq_ft,5038.0,11.98,13.8215,0.1537,close,15.99,0.3347,equivalent,13.2047,0.1022,equivalent,16.98,0.4174,close,13.2047,-0.0927,win,floor_and_decor,extreme_gap:tile_shop
G0116,Natural Stone Tile,Marble,Marble - Harbor Oak slate 18x18,sq_ft,34722.0,5.69,7.49,0.3163,equivalent,5.7644,0.0131,equivalent,6.8953,0.2118,equivalent,7.39,0.2988,close,5.7644,-0.0129,win,floor_and_decor,
G0117,Natural Stone Tile,Travertine,Travertine - Vintage Elm limestone 18x18,sq_ft,28339.0,8.99,,,none,13.7644,0.5311,equivalent,12.4827,0.3885,equivalent,15.97,0.7764,equivalent,12.4827,-0.2798,win,floor_and_decor,extreme_gap:lowes;extreme_gap:tile_shop;no_competitor_offer:home_depot
G0118,Natural Stone Tile,Marble,Marble - Cambridge quartzite 16x16,sq_ft,14599.0,9.59,11.99,0.2503,exact,10.6817,0.1138,exact,10.97,0.1439,exact,11.97,0.2482,exact,10.6817,-0.1022,win,floor_and_decor,
G0119,Natural Stone Tile,Quartzite,Quartzite - Sundance travertine 6x12,sq_ft,16421.0,6.19,8.09,0.3069,close,8.18,0.3215,equivalent,8.09,0.3069,equivalent,8.19,0.3231,equivalent,8.09,-0.2349,win,floor_and_decor,
G0120,Natural Stone Tile,Slate,Slate - Harbor Oak slate 12x12,sq_ft,22974.0,4.79,5.59,0.167,close,5.79,0.2088,equivalent,6.09,0.2714,equivalent,6.59,0.3758,close,5.59,-0.1431,win,floor_and_decor,
G0121,Natural Stone Tile,Travertine,Travertine - Stonehaven limestone 16x16,sq_ft,35877.0,9.29,,,none,10.99,0.183,equivalent,12.98,0.3972,equivalent,13.99,0.5059,equivalent,10.99,-0.1547,win,floor_and_decor,extreme_gap:tile_shop;no_competitor_offer:home_depot
G0122,Natural Stone Tile,Travertine,Travertine - Dunmore travertine 12x12,sq_ft,14379.0,6.49,7.59,0.1695,equivalent,,,none,7.0378,0.0844,equivalent,8.49,0.3082,equivalent,7.0378,-0.0778,win,floor_and_decor,competitor_out_of_stock:home_depot;no_competitor_offer:lowes
G0123,Natural Stone Tile,Travertine,Travertine - Umber slate 6x12,sq_ft,18612.0,7.89,10.605,0.3441,equivalent,10.38,0.3156,equivalent,7.1356,-0.0956,close,9.58,0.2142,equivalent,7.1356,0.1057,loss,menards,competitor_out_of_stock:lowes;competitor_out_of_stock:tile_shop;promo_driven_gap:menards
G0124,Natural Stone Tile,Travertine,Travertine - Sterling travertine 12x24,sq_ft,38993.0,12.98,17.97,0.3844,equivalent,14.97,0.1533,equivalent,15.2229,0.1728,equivalent,15.98,0.2311,close,14.97,-0.1329,win,floor_and_decor,
G0125,Natural Stone Tile,Limestone,Limestone - Dunmore travertine 12x24,sq_ft,33636.0,5.79,7.0837,0.2234,equivalent,6.49,0.1209,close,7.79,0.3454,close,6.49,0.1209,equivalent,6.49,-0.1079,win,floor_and_decor,
G0126,Natural Stone Tile,Slate,Slate - Thornbury travertine 12x24,sq_ft,33404.0,9.39,10.455,0.1134,close,11.97,0.2748,close,10.99,0.1704,close,12.97,0.3813,equivalent,10.455,-0.1019,win,floor_and_decor,
G0127,Mosaic & Decorative Tile,Decorative Accent,Decorative Accent - Alabaster marble hexagon,sq_ft,2066.0,11.98,15.5938,0.3017,equivalent,13.98,0.1669,equivalent,16.4845,0.376,close,15.98,0.3339,equivalent,13.98,-0.1431,win,floor_and_decor,
G0128,Mosaic & Decorative Tile,Stone Mosaic,Stone Mosaic - Thornbury marble subway,sq_ft,4549.0,20.98,24.98,0.1907,equivalent,27.97,0.3332,equivalent,27.0729,0.2904,close,28.99,0.3818,equivalent,24.98,-0.1601,win,floor_and_decor,
G0129,Mosaic & Decorative Tile,Decorative Accent,Decorative Accent - Oakmont marble picket,sq_ft,3812.0,22.99,24.99,0.087,equivalent,26.97,0.1731,close,21.8646,-0.049,equivalent,30.97,0.3471,equivalent,21.8646,0.0515,loss,menards,competitor_out_of_stock:lowes;promo_driven_gap:menards
G0130,Mosaic & Decorative Tile,Stone Mosaic,Stone Mosaic - Riverbend porcelain subway,sq_ft,5055.0,21.98,27.8041,0.265,equivalent,27.97,0.2725,equivalent,25.97,0.1815,equivalent,24.99,0.1369,equivalent,24.99,-0.1204,win,floor_and_decor,
G0131,Mosaic & Decorative Tile,Decorative Accent,Decorative Accent - Nordic marble hexagon,sq_ft,2762.0,20.97,26.0208,0.2409,weak,26.99,0.2871,equivalent,25.98,0.2389,close,,,none,25.98,-0.1928,win,floor_and_decor,no_competitor_offer:tile_shop;weak_match:home_depot
G0132,Mosaic & Decorative Tile,Porcelain Mosaic,Porcelain Mosaic - Millbrook glass penny round,sq_ft,1927.0,22.98,27.0521,0.1772,equivalent,23.99,0.044,equivalent,27.99,0.218,equivalent,22.9062,-0.0032,close,22.9062,0.0032,tie,floor_and_decor,competitor_out_of_stock:lowes;promo_driven_gap:tile_shop
G0133,Mosaic & Decorative Tile,Glass Mosaic,Glass Mosaic - Espresso glass herringbone,sq_ft,1286.0,12.99,14.98,0.1532,equivalent,13.98,0.0762,equivalent,15.99,0.2309,equivalent,18.7396,0.4426,close,13.98,-0.0708,win,floor_and_decor,extreme_gap:tile_shop
G0134,Mosaic & Decorative Tile,Stone Mosaic,Stone Mosaic - Havana glass and stone penny round,sq_ft,7108.0,11.99,16.4742,0.374,weak,12.99,0.0834,equivalent,13.5104,0.1268,close,16.97,0.4153,equivalent,12.99,-0.077,win,floor_and_decor,competitor_out_of_stock:menards;extreme_gap:tile_shop;weak_match:home_depot
G0135,Mosaic & Decorative Tile,Decorative Accent,Decorative Accent - Hillcrest marble subway,sq_ft,2125.0,21.98,26.97,0.227,equivalent,26.98,0.2275,weak,,,none,,,none,26.97,-0.185,win,floor_and_decor,no_competitor_offer:menards;no_competitor_offer:tile_shop;weak_match:lowes
G0136,Mosaic & Decorative Tile,Decorative Accent,Decorative Accent - Thornbury marble basketweave,sq_ft,4878.0,18.7188,22.6701,0.2111,weak,22.98,0.2276,equivalent,24.97,0.334,equivalent,,,none,22.98,-0.1854,win,floor_and_decor,no_competitor_offer:tile_shop;weak_match:home_depot
G0137,Wall Tile & Backsplash,Glass Wall,Glass Wall - Quarry ceramic 4x16,sq_ft,19290.0,3.59,3.99,0.1114,exact,3.89,0.0836,exact,4.0534,0.1291,exact,3.89,0.0836,exact,3.89,-0.0771,win,floor_and_decor,
G0138,Wall Tile & Backsplash,Porcelain Wall,Porcelain Wall - Umber glass 4x12,sq_ft,12730.0,5.19,6.39,0.2312,weak,5.49,0.0578,close,5.9406,0.1446,close,,,none,5.49,-0.0546,win,floor_and_decor,competitor_out_of_stock:home_depot;no_competitor_offer:tile_shop;weak_match:home_depot
G0139,Wall Tile & Backsplash,Glass Wall,Glass Wall - Slate Creek porcelain 3x6,sq_ft,4907.0,4.39,4.39,0.0,equivalent,4.99,0.1367,equivalent,5.49,0.2506,close,4.39,0.0,close,4.39,0.0,tie,floor_and_decor,competitor_out_of_stock:tile_shop;promo_driven_gap:home_depot
G0140,Wall Tile & Backsplash,Glass Wall,Glass Wall - Barnwood ceramic 4x16,sq_ft,18832.0,5.09,4.9585,-0.0258,equivalent,6.09,0.1965,equivalent,5.39,0.0589,equivalent,5.09,0.0,close,4.9585,0.0265,loss,home_depot,promo_driven_gap:home_depot;promo_driven_gap:tile_shop
G0141,Wall Tile & Backsplash,Glass Wall,Glass Wall - Sundance glass 3x6,sq_ft,2647.0,6.79,7.39,0.0884,equivalent,7.19,0.0589,equivalent,7.3712,0.0856,close,,,none,7.19,-0.0556,win,floor_and_decor,no_competitor_offer:tile_shop
G0142,Wall Tile & Backsplash,Glass Wall,Glass Wall - Westbury porcelain 3x6,sq_ft,4459.0,3.59,4.49,0.2507,close,3.79,0.0557,close,4.09,0.1393,close,,,none,3.79,-0.0528,win,floor_and_decor,no_competitor_offer:tile_shop
G0143,Wall Tile & Backsplash,Glass Wall,Glass Wall - Quarry porcelain 4x16,sq_ft,4030.0,6.29,8.39,0.3339,equivalent,5.89,-0.0636,equivalent,7.19,0.1431,equivalent,8.29,0.318,close,5.89,0.0679,loss,lowes,promo_driven_gap:lowes
G0144,Wall Tile & Backsplash,Glass Wall,Glass Wall - Calacatta porcelain 4x16,sq_ft,16545.0,4.79,5.8733,0.2262,close,5.89,0.2296,weak,4.69,-0.0209,close,,,none,4.69,0.0213,loss,menards,no_competitor_offer:tile_shop;promo_driven_gap:menards;weak_match:lowes
G0145,Carpet & Carpet Tile,Broadloom,Broadloom - Harbor Oak nylon 32,sq_ft,24853.0,2.89,3.1107,0.0764,exact,3.1089,0.0757,exact,2.99,0.0346,exact,,,none,2.99,-0.0334,win,floor_and_decor,no_competitor_offer:tile_shop
G0146,Carpet & Carpet Tile,Broadloom,Broadloom - Oakmont polyester 40,sq_ft,24494.0,2.29,2.49,0.0873,equivalent,2.4422,0.0665,equivalent,2.6662,0.1643,equivalent,,,none,2.49,-0.0803,win,floor_and_decor,competitor_out_of_stock:lowes;no_competitor_offer:tile_shop
G0147,Carpet & Carpet Tile,Broadloom,Broadloom - Calacatta nylon 26,sq_ft,4185.0,1.69,2.19,0.2959,equivalent,1.89,0.1183,equivalent,1.59,-0.0592,equivalent,,,none,1.89,-0.1058,win,floor_and_decor,competitor_out_of_stock:menards;no_competitor_offer:tile_shop
G0148,Carpet & Carpet Tile,Broadloom,Broadloom - Umber nylon 26,sq_ft,9858.0,2.19,2.7296,0.2464,equivalent,2.29,0.0457,equivalent,2.3454,0.071,equivalent,,,none,2.29,-0.0437,win,floor_and_decor,no_competitor_offer:tile_shop
G0149,Carpet & Carpet Tile,Carpet Tile,Carpet Tile - Westbury nylon 20,sq_ft,22702.0,3.29,3.39,0.0304,equivalent,3.29,0.0,close,3.49,0.0608,equivalent,,,none,3.29,0.0,tie,floor_and_decor,no_competitor_offer:tile_shop;promo_driven_gap:lowes
G0150,Carpet & Carpet Tile,Carpet Tile,Carpet Tile - Vintage Elm nylon 26,sq_ft,9545.0,2.69,2.3329,-0.1328,equivalent,2.89,0.0743,equivalent,2.8788,0.0702,equivalent,,,none,2.89,-0.0692,win,floor_and_decor,competitor_out_of_stock:home_depot;competitor_out_of_stock:menards;no_competitor_offer:tile_shop
G0151,Underlayment,Rubber Underlayment,Rubber Underlayment - Oakmont cork 6,sq_ft,42416.0,0.6899,0.6968,0.01,exact,0.7197,0.0432,exact,0.6999,0.0145,exact,,,none,0.6968,-0.0099,win,floor_and_decor,no_competitor_offer:tile_shop
G0152,Underlayment,Felt Underlayment,Felt Underlayment - Riverbend cork 2,sq_ft,24022.0,0.6749,0.7444,0.103,exact,0.79,0.1705,exact,0.6999,0.037,exact,,,none,0.6999,-0.0357,win,floor_and_decor,no_competitor_offer:tile_shop
G0153,Underlayment,Felt Underlayment,Felt Underlayment - Sierra felt 6,sq_ft,45473.0,0.6599,0.6699,0.0152,exact,0.69,0.0456,exact,0.6249,-0.053,exact,,,none,0.6249,0.056,loss,menards,no_competitor_offer:tile_shop
G0154,Underlayment,Foam Underlayment,Foam Underlayment - Zermatt felt 3,sq_ft,70677.0,0.3849,0.4399,0.1429,close,0.49,0.2731,exact,0.373,-0.0309,equivalent,,,none,0.373,0.0319,loss,menards,no_competitor_offer:tile_shop
G0155,Underlayment,Felt Underlayment,Felt Underlayment - Yorkshire rubber 6,sq_ft,78432.0,0.4999,0.4999,0.0,exact,0.4999,0.0,exact,0.5222,0.0446,exact,,,none,0.4999,0.0,tie,floor_and_decor,no_competitor_offer:tile_shop
G0156,Underlayment,Foam Underlayment,Foam Underlayment - Tidewater felt 3,sq_ft,66869.0,0.6097,0.5999,-0.0161,exact,0.69,0.1317,exact,0.6333,0.0387,exact,,,none,0.5999,0.0163,loss,home_depot,competitor_out_of_stock:menards;no_competitor_offer:tile_shop
G0157,Underlayment,Cork Underlayment,Cork Underlayment - Saxony felt 6,sq_ft,53775.0,0.4499,0.4697,0.044,equivalent,0.3849,-0.1445,equivalent,0.427,-0.0509,equivalent,,,none,0.3849,0.1689,loss,lowes,competitor_out_of_stock:menards;no_competitor_offer:tile_shop
G0158,Underlayment,Felt Underlayment,Felt Underlayment - Carrara felt 2,sq_ft,58313.0,0.3798,0.3095,-0.1851,exact,0.3349,-0.1182,exact,0.3571,-0.0598,exact,,,none,0.3095,0.2271,loss,home_depot,no_competitor_offer:tile_shop;promo_driven_gap:home_depot
G0159,Setting Materials,Unmodified Thinset,Unmodified Thinset - Onyx epoxy mortar standard,lb,36746.0,0.3598,0.3798,0.0556,exact,0.2916,-0.1895,exact,0.3356,-0.0673,exact,,,none,0.2916,0.2339,loss,lowes,no_competitor_offer:tile_shop
G0160,Setting Materials,Unmodified Thinset,Unmodified Thinset - Greystone epoxy mortar premium,lb,33242.0,0.4396,0.4396,0.0,exact,0.4198,-0.045,exact,0.3598,-0.1815,exact,0.4594,0.045,exact,0.3598,0.2218,loss,menards,competitor_out_of_stock:tile_shop
G0161,Setting Materials,Modified Thinset,Modified Thinset - Tidewater epoxy mortar standard,lb,12276.0,0.4392,0.4388,-0.0009,exact,0.4394,0.0005,exact,0.4396,0.0009,exact,0.4594,0.046,exact,0.4388,0.0009,tie,floor_and_decor,
G0162,Setting Materials,Modified Thinset,Modified Thinset - Cedar Point large format mortar standard,lb,15613.0,0.5588,0.5592,0.0007,exact,0.5398,-0.034,exact,0.5196,-0.0702,exact,,,none,0.5196,0.0754,loss,menards,competitor_out_of_stock:home_depot;no_competitor_offer:tile_shop
G0163,Setting Materials,Epoxy Mortar,Epoxy Mortar - Havana epoxy mortar standard,lb,8110.0,0.5592,0.5394,-0.0354,weak,0.5592,0.0,exact,0.5592,0.0,equivalent,0.4996,-0.1066,equivalent,0.4996,0.1193,loss,tile_shop,promo_driven_gap:tile_shop;weak_match:home_depot
G0164,Setting Materials,Unmodified Thinset,Unmodified Thinset - Riverbend unmodified thinset standard,lb,6676.0,0.2798,0.2998,0.0715,exact,0.2996,0.0708,exact,0.2756,-0.015,exact,0.2994,0.0701,exact,0.2756,0.0152,loss,menards,competitor_out_of_stock:tile_shop
G0165,Setting Materials,Epoxy Mortar,Epoxy Mortar - Windsor unmodified thinset standard,lb,35500.0,0.4788,0.3796,-0.2072,exact,0.3798,-0.2068,close,0.4396,-0.0819,equivalent,0.5196,0.0852,close,0.3796,0.2613,loss,home_depot,promo_driven_gap:home_depot
G0166,Setting Materials,Epoxy Mortar,Epoxy Mortar - Alabaster modified thinset standard,lb,30822.0,0.6198,0.6394,0.0316,equivalent,0.6598,0.0645,equivalent,0.5798,-0.0645,equivalent,0.7194,0.1607,equivalent,0.5798,0.069,loss,menards,
G0167,Grout & Caulk,Sanded Grout,Sanded Grout - Tidewater unsanded 0.5,lb,30679.0,1.3322,1.2189,-0.085,exact,1.297,-0.0264,exact,1.2792,-0.0398,exact,1.3988,0.05,exact,1.2189,0.093,loss,home_depot,competitor_out_of_stock:menards
G0168,Grout & Caulk,Unsanded Grout,Unsanded Grout - Umber epoxy 0.25,lb,18932.0,1.3322,1.597,0.1988,exact,1.697,0.2738,exact,1.5533,0.166,exact,1.6792,0.2605,exact,1.5533,-0.1423,win,floor_and_decor,competitor_out_of_stock:lowes;promo_driven_gap:menards
G0169,Grout & Caulk,Single Component Grout,Single Component Grout - Charcoal single component 0.5,lb,5469.0,1.2211,1.198,-0.0189,exact,1.1992,-0.0179,exact,1.1588,-0.051,exact,1.297,0.0622,exact,1.1588,0.0538,loss,menards,
G0170,Grout & Caulk,Sanded Grout,Sanded Grout - Linen sanded 0.125,lb,10089.0,0.9992,0.9989,-0.0003,exact,1.097,0.0979,exact,0.959,-0.0402,exact,1.097,0.0979,exact,0.959,0.0419,loss,menards,
G0171,Grout & Caulk,Epoxy Grout,Epoxy Grout - Hillcrest epoxy 0.125,lb,34627.0,1.0656,0.9211,-0.1356,exact,0.869,-0.1845,exact,1.0211,-0.0418,exact,0.939,-0.1188,exact,0.869,0.2262,loss,lowes,promo_driven_gap:home_depot;promo_driven_gap:lowes;promo_driven_gap:menards;promo_driven_gap:tile_shop
G0172,Grout & Caulk,Epoxy Grout,Epoxy Grout - Riverbend single component 0.25,lb,25514.0,1.3196,0.989,-0.2505,exact,,,none,1.3311,0.0087,exact,1.398,0.0594,exact,1.3311,-0.0086,win,floor_and_decor,competitor_out_of_stock:home_depot;no_competitor_offer:lowes
G0173,Grout & Caulk,Sanded Grout,Sanded Grout - Vintage Elm epoxy 0.125,lb,34872.0,1.33,1.4411,0.0835,close,1.198,-0.0992,equivalent,1.33,0.0,equivalent,,,none,1.198,0.1102,loss,lowes,no_competitor_offer:tile_shop
G0174,Grout & Caulk,Single Component Grout,Single Component Grout - Fieldstone sanded 0.125,lb,31626.0,1.3322,1.33,-0.0017,exact,1.2796,-0.0395,exact,1.22,-0.0842,exact,1.299,-0.0249,exact,1.22,0.092,loss,menards,promo_driven_gap:tile_shop
G0175,Trim & Moulding,T-Molding,T-Molding - Westbury quarter round aluminum,lin_ft,26252.0,1.6213,1.7488,0.0786,equivalent,1.69,0.0424,equivalent,1.7488,0.0786,close,,,none,1.69,-0.0407,win,floor_and_decor,no_competitor_offer:tile_shop;promo_driven_gap:lowes
G0176,Trim & Moulding,Stair Nose,Stair Nose - Willow Bend quarter round wood,lin_ft,28228.0,3.9954,3.3815,-0.1537,exact,4.3046,0.0774,exact,,,none,,,none,3.3815,0.1815,loss,home_depot,no_competitor_offer:menards;no_competitor_offer:tile_shop;promo_driven_gap:home_depot
G0177,Trim & Moulding,Threshold,Threshold - Sierra quarter round wood,lin_ft,4737.0,4.7646,4.46,-0.0639,equivalent,4.69,-0.0157,equivalent,5.3815,0.1295,equivalent,,,none,4.46,0.0683,loss,home_depot,competitor_out_of_stock:lowes;no_competitor_offer:tile_shop;promo_driven_gap:home_depot
G0178,Trim & Moulding,Quarter Round,Quarter Round - Hillcrest threshold MDF,lin_ft,17161.0,4.92,5.3831,0.0941,exact,,,none,,,none,,,none,5.3831,-0.086,win,floor_and_decor,no_competitor_offer:lowes;no_competitor_offer:menards;no_competitor_offer:tile_shop
G0179,Trim & Moulding,Reducer,Reducer - Pembroke T-molding vinyl,lin_ft,5654.0,4.9962,5.8627,0.1734,equivalent,5.0738,0.0155,equivalent,4.8712,-0.025,equivalent,,,none,4.8712,0.0257,loss,menards,no_competitor_offer:tile_shop;promo_driven_gap:menards
G0180,Trim & Moulding,Baseboard,Baseboard - Cedar Point T-molding aluminum,lin_ft,19646.0,1.8446,1.864,0.0105,equivalent,1.79,-0.0296,close,1.8431,-0.0008,equivalent,,,none,1.79,0.0305,loss,lowes,no_competitor_offer:tile_shop
G0181,Trim & Moulding,Quarter Round,Quarter Round - Maplewood reducer wood,lin_ft,25521.0,5.2277,6.46,0.2357,exact,5.39,0.031,exact,5.9954,0.1469,exact,,,none,5.39,-0.0301,win,floor_and_decor,no_competitor_offer:tile_shop
G0182,Trim & Moulding,Stair Nose,Stair Nose - Marbella T-molding vinyl,lin_ft,3260.0,5.3293,6.4585,0.2119,equivalent,5.39,0.0114,close,5.8653,0.1006,equivalent,,,none,5.39,-0.0113,win,floor_and_decor,no_competitor_offer:tile_shop
G0183,Trim & Moulding,Baseboard,Baseboard - Granite Peak quarter round MDF,lin_ft,28601.0,2.7677,2.9215,0.0556,exact,3.0723,0.1101,exact,2.92,0.055,exact,,,none,2.92,-0.0522,win,floor_and_decor,competitor_out_of_stock:lowes;no_competitor_offer:tile_shop
G0184,Trim & Moulding,Baseboard,Baseboard - Slate Creek T-molding wood,lin_ft,16519.0,2.1237,1.8738,-0.1177,equivalent,2.29,0.0783,close,2.1307,0.0033,equivalent,,,none,1.8738,0.1334,loss,home_depot,no_competitor_offer:tile_shop;promo_driven_gap:home_depot
G0185,Tile Trim & Edging,Edge Profile,Edge Profile - Riverbend bullnose brushed brass,lin_ft,8453.0,4.7488,5.8738,0.2369,exact,5.6225,0.184,exact,5.6212,0.1837,exact,5.7488,0.2106,exact,5.6212,-0.1552,win,floor_and_decor,promo_driven_gap:menards
G0186,Tile Trim & Edging,Stair Nose Profile,Stair Nose Profile - Maplewood bullnose stainless steel,lin_ft,8868.0,10.3494,9.88,-0.0454,equivalent,10.8212,0.0456,close,10.9376,0.0568,equivalent,11.4106,0.1025,equivalent,9.88,0.0475,loss,home_depot,competitor_out_of_stock:lowes;promo_driven_gap:home_depot
G0187,Tile Trim & Edging,Edge Profile,Edge Profile - Juniper bullnose PVC,lin_ft,7716.0,11.7624,12.9388,0.1,close,11.7624,0.0,equivalent,11.7624,0.0,equivalent,,,none,11.7624,0.0,tie,floor_and_decor,no_competitor_offer:tile_shop
G0188,Tile Trim & Edging,Transition Profile,Transition Profile - Calacatta square edge stainless steel,lin_ft,7478.0,7.1753,7.2906,0.0161,exact,5.6459,-0.2131,exact,7.2906,0.0161,exact,,,none,5.6459,0.2709,loss,lowes,no_competitor_offer:tile_shop
G0189,Tile Trim & Edging,Transition Profile,Transition Profile - Saxony square edge stainless steel,lin_ft,3638.0,5.8712,,,none,6.1212,0.0426,close,5.7475,-0.0211,close,6.7488,0.1495,equivalent,5.7475,0.0215,loss,menards,no_competitor_offer:home_depot
