group_id,category,subcategory,description,basis,annual_volume,fnd_brand,fnd_sku,fnd_price_as_quoted,fnd_uom,fnd_pack_coverage,fnd_promo_price,fnd_unit_price,fnd_match_tier,fnd_in_stock,fnd_counted,hd_brand,hd_sku,hd_price_as_quoted,hd_uom,hd_pack_coverage,hd_promo_price,hd_unit_price,hd_match_tier,hd_in_stock,hd_counted,lw_brand,lw_sku,lw_price_as_quoted,lw_uom,lw_pack_coverage,lw_promo_price,lw_unit_price,lw_match_tier,lw_in_stock,lw_counted,mnd_brand,mnd_sku,mnd_price_as_quoted,mnd_uom,mnd_pack_coverage,mnd_promo_price,mnd_unit_price,mnd_match_tier,mnd_in_stock,mnd_counted,tsh_brand,tsh_sku,tsh_price_as_quoted,tsh_uom,tsh_pack_coverage,tsh_promo_price,tsh_unit_price,tsh_match_tier,tsh_in_stock,tsh_counted,market_min,gap_vs_market_min,outcome,cheapest_retailer
G0050,Engineered Hardwood,Glue Down Engineered,Glue Down Engineered - Cedar Point birch 4.0,sq_ft,57976.0,Bruce,FLO-168252,4.09,per_sq_ft,,3.09,3.09,base,yes,yes,Bruce,HOM-835937,99.98,per_case,22.25,81.99,3.6849,exact,yes,yes,Bruce,LOW-116707,4.49,per_sq_ft,,,4.49,exact,yes,yes,Bruce,MEN-982533,104.98,per_case,24.59,80.97,3.2928,exact,yes,yes,,,,,,,,not carried,,no,3.2928,-0.0616,win,floor_and_decor
G0051,Engineered Hardwood,Wide Plank Engineered,Wide Plank Engineered - Windsor white oak 3.0,sq_ft,7683.0,AquaGuard Wood,FLO-295824,4.49,per_sq_ft,,,4.49,base,yes,yes,Home Decorators Collection,HOM-421567,5.29,per_sq_ft,,,5.29,equivalent,yes,yes,Villa Barcelona,LOW-470926,5.09,per_sq_ft,,4.09,4.09,close,yes,yes,Dakota,MEN-631108,139.98,per_case,25.48,,5.4937,close,no,no,,,,,,,,not carried,,no,4.09,0.0978,loss,lowes
G0052,Engineered Hardwood,Wide Plank Engineered,Wide Plank Engineered - Ivory hickory 2.0,sq_ft,62688.0,AquaGuard Wood,FLO-637431,6.09,per_sq_ft,,5.39,5.39,base,yes,yes,Home Decorators Collection,HOM-952215,164.98,per_case,24.9,,6.6257,close,yes,yes,Villa Barcelona,LOW-471048,164.98,per_case,26.1,149.98,5.7464,equivalent,no,no,Masterforce,MEN-456432,6.59,per_sq_ft,,,6.59,equivalent,yes,yes,,,,,,,,not carried,,no,6.59,-0.1821,win,floor_and_decor
G0053,Engineered Hardwood,Wide Plank Engineered,Wide Plank Engineered - Windsor red oak 3.0,sq_ft,27903.0,Willow Creek,FLO-559012,3.89,per_sq_ft,,,3.89,base,yes,yes,Malibu Wide Plank,HOM-402319,5.29,per_sq_ft,,,5.29,close,no,no,Villa Barcelona,LOW-599423,5.09,per_sq_ft,,,5.09,equivalent,yes,yes,Masterforce,MEN-696669,114.98,per_case,26.47,,4.3438,close,yes,yes,,,,,,,,not carried,,no,4.3438,-0.1045,win,floor_and_decor
G0054,Engineered Hardwood,Wide Plank Engineered,Wide Plank Engineered - Greystone birch 3.0,sq_ft,55125.0,Sonoma,FLO-152471,3.29,per_sq_ft,,2.79,2.79,base,yes,yes,Home Decorators Collection,HOM-236287,89.99,per_case,21.81,,4.1261,equivalent,yes,yes,allen + roth,LOW-385114,96.99,per_case,23.84,,4.0684,equivalent,yes,yes,Patrician,MEN-950723,99.98,per_case,23.49,,4.2563,equivalent,yes,yes,,,,,,,,not carried,,no,4.0684,-0.3142,win,floor_and_decor
G0055,Engineered Hardwood,Wide Plank Engineered,Wide Plank Engineered - Autumn Hollow red oak 4.0,sq_ft,46645.0,AquaGuard Wood,FLO-125331,4.29,per_sq_ft,,,4.29,base,yes,yes,Malibu Wide Plank,HOM-714509,4.89,per_sq_ft,,,4.89,equivalent,yes,yes,allen + roth,LOW-104542,139.98,per_case,25.56,,5.4765,equivalent,yes,yes,Patrician,MEN-356674,114.98,per_case,22.73,,5.0585,equivalent,yes,yes,,,,,,,,not carried,,no,4.89,-0.1227,win,floor_and_decor
G0056,Engineered Hardwood,Wide Plank Engineered,Wide Plank Engineered - Sandstone hickory 0.6,sq_ft,40648.0,AquaGuard Wood,FLO-101462,8.89,per_sq_ft,,,8.89,base,yes,yes,Home Decorators Collection,HOM-604746,239.98,per_case,22.48,,10.6753,equivalent,yes,yes,Villa Barcelona,LOW-943350,279.0,per_case,25.86,,10.7889,equivalent,yes,yes,Dakota,MEN-519511,10.98,per_sq_ft,,,10.98,equivalent,yes,yes,,,,,,,,not carried,,no,10.6753,-0.1672,win,floor_and_decor
G0057,Engineered Hardwood,Click Engineered,Click Engineered - Millbrook birch 2.0,sq_ft,37319.0,Sonoma,FLO-542443,4.19,per_sq_ft,,,4.19,base,yes,yes,Malibu Wide Plank,HOM-372902,5.09,per_sq_ft,,4.49,4.49,close,yes,yes,Villa Barcelona,LOW-950398,5.49,per_sq_ft,,,5.49,equivalent,yes,yes,Tuscany,MEN-833777,4.39,per_sq_ft,,,4.39,equivalent,yes,yes,,,,,,,,not carried,,no,4.39,-0.0456,win,floor_and_decor
G0058,Engineered Hardwood,Glue Down Engineered,Glue Down Engineered - Calacatta white oak 2.0,sq_ft,52835.0,Willow Creek,FLO-132873,4.29,per_sq_ft,,,4.29,base,yes,yes,Home Decorators Collection,HOM-345428,139.98,per_case,25.93,,5.3984,equivalent,no,no,Villa Barcelona,LOW-729988,5.49,per_sq_ft,,,5.49,close,yes,yes,Patrician,MEN-969665,149.98,per_case,28.24,,5.3109,close,yes,yes,,,,,,,,not carried,,no,5.3109,-0.1922,win,floor_and_decor
G0059,Engineered Hardwood,Click Engineered,Click Engineered - Cambridge birch 3.0,sq_ft,59690.0,Mannington,FLO-182318,6.99,per_sq_ft,,,6.99,base,yes,yes,Mannington,HOM-729151,7.29,per_sq_ft,,,7.29,exact,yes,yes,Mannington,LOW-727287,149.98,per_case,20.59,,7.2841,exact,yes,yes,Mannington,MEN-443114,199.98,per_case,26.1,,7.6621,exact,yes,yes,,,,,,,,not carried,,no,7.2841,-0.0404,win,floor_and_decor
G0060,Engineered Hardwood,Click Engineered,Click Engineered - Havana birch 3.0,sq_ft,61722.0,Sonoma,FLO-368078,7.59,per_sq_ft,,,7.59,base,yes,yes,Malibu Wide Plank,HOM-320481,9.49,per_sq_ft,,,9.49,equivalent,no,no,allen + roth,LOW-647463,209.98,per_case,23.68,,8.8674,equivalent,yes,yes,Patrician,MEN-372643,214.98,per_case,22.89,,9.3919,equivalent,yes,yes,,,,,,,,not carried,,no,8.8674,-0.1441,win,floor_and_decor
G0061,Engineered Hardwood,Wide Plank Engineered,Wide Plank Engineered - Amber Ridge birch 0.6,sq_ft,10213.0,AquaGuard Wood,FLO-561502,6.59,per_sq_ft,,,6.59,base,yes,yes,,,,,,,,not carried,,no,allen + roth,LOW-749098,8.39,per_sq_ft,,,8.39,equivalent,yes,yes,Patrician,MEN-877788,7.09,per_sq_ft,,,7.09,equivalent,yes,yes,,,,,,,,not carried,,no,7.09,-0.0705,win,floor_and_decor
G0062,Engineered Hardwood,Glue Down Engineered,Glue Down Engineered - Copperfield walnut 0.6,sq_ft,54920.0,AquaGuard Wood,FLO-848132,5.79,per_sq_ft,,,5.79,base,yes,yes,Home Decorators Collection,HOM-938106,164.98,per_case,26.53,,6.2186,equivalent,yes,yes,allen + roth,LOW-522208,194.98,per_case,27.84,,7.0036,equivalent,no,no,Patrician,MEN-904977,149.98,per_case,20.6,,7.2806,equivalent,yes,yes,,,,,,,,not carried,,no,6.2186,-0.0689,win,floor_and_decor
G0063,Engineered Hardwood,Glue Down Engineered,Glue Down Engineered - Alabaster red oak 2.0,sq_ft,62801.0,AquaGuard Wood,FLO-591609,7.49,per_sq_ft,,,7.49,base,yes,yes,Malibu Wide Plank,HOM-787406,209.98,per_case,25.49,,8.2377,equivalent,yes,yes,allen + roth,LOW-898982,144.98,per_case,18.35,,7.9008,equivalent,yes,yes,Patrician,MEN-170968,8.79,per_sq_ft,,,8.79,equivalent,yes,yes,,,,,,,,not carried,,no,7.9008,-0.052,win,floor_and_decor
G0064,Engineered Hardwood,Click Engineered,Click Engineered - Dunmore walnut 4.0,sq_ft,57666.0,Bruce,FLO-489016,4.99,per_sq_ft,,,4.99,base,yes,yes,Bruce,HOM-202718,5.29,per_sq_ft,,3.99,3.99,exact,yes,yes,Bruce,LOW-685347,5.09,per_sq_ft,,,5.09,exact,yes,yes,Bruce,MEN-783763,5.09,per_sq_ft,,,5.09,exact,yes,yes,,,,,,,,not carried,,no,3.99,0.2506,loss,home_depot
G0065,Solid Hardwood,Unfinished Solid,Unfinished Solid - Saxony birch 0.5,sq_ft,34431.0,Sonoma,FLO-791804,6.99,per_sq_ft,,,6.99,base,yes,yes,Home Decorators Collection,HOM-655440,179.98,per_case,22.31,,8.0672,equivalent,yes,yes,Villa Barcelona,LOW-633421,7.39,per_sq_ft,,5.99,5.99,equivalent,yes,yes,Dakota,MEN-104047,149.98,per_case,18.33,,8.1822,equivalent,yes,yes,,,,,,,,not carried,,no,5.99,0.1669,loss,lowes
G0066,Solid Hardwood,Prefinished Solid,Prefinished Solid - Nordic birch 0.5,sq_ft,37873.0,Sonoma,FLO-536693,5.49,per_sq_ft,,,5.49,base,yes,yes,Home Decorators Collection,HOM-992937,144.98,per_case,22.54,,6.4321,equivalent,yes,yes,,,,,,,,not carried,,no,Tuscany,MEN-263468,6.79,per_sq_ft,,,6.79,equivalent,yes,yes,,,,,,,,not carried,,no,6.4321,-0.1465,win,floor_and_decor
G0067,Solid Hardwood,Prefinished Solid,Prefinished Solid - Tidewater white oak 0.5,sq_ft,37609.0,Somerset,FLO-968276,9.19,per_sq_ft,,8.19,8.19,base,yes,yes,Somerset,HOM-118840,10.98,per_sq_ft,,,10.98,exact,yes,yes,Somerset,LOW-970352,9.49,per_sq_ft,,,9.49,exact,yes,yes,Somerset,MEN-492819,9.79,per_sq_ft,,8.99,8.99,exact,yes,yes,,,,,,,,not carried,,no,8.99,-0.089,win,floor_and_decor
G0068,Solid Hardwood,Prefinished Solid,Prefinished Solid - Bergamo birch 0.5,sq_ft,33958.0,Sonoma,FLO-378524,7.99,per_sq_ft,,,7.99,base,yes,yes,Malibu Wide Plank,HOM-806652,219.98,per_case,22.6,,9.7336,equivalent,yes,yes,allen + roth,LOW-368520,9.69,per_sq_ft,,,9.69,close,yes,yes,Patrician,MEN-707833,9.39,per_sq_ft,,,9.39,equivalent,yes,yes,,,,,,,,not carried,,no,9.39,-0.1491,win,floor_and_decor
G0069,Solid Hardwood,Prefinished Solid,Prefinished Solid - Meridian white oak 0.5,sq_ft,3821.0,Somerset,FLO-268025,3.69,per_sq_ft,,,3.69,base,yes,yes,Somerset,HOM-280557,91.97,per_case,22.61,,4.0677,exact,yes,yes,Somerset,LOW-777310,4.19,per_sq_ft,,3.69,3.69,exact,yes,yes,Somerset,MEN-190806,3.99,per_sq_ft,,,3.99,exact,yes,yes,,,,,,,,not carried,,no,3.69,0.0,tie,floor_and_decor
G0070,Solid Hardwood,Unfinished Solid,Unfinished Solid - Quarry red oak 0.75,sq_ft,14857.0,Founders,FLO-460314,7.19,per_sq_ft,,,7.19,base,yes,yes,Malibu Wide Plank,HOM-823011,174.98,per_case,20.96,,8.3483,equivalent,yes,yes,allen + roth,LOW-102305,8.59,per_sq_ft,,,8.59,equivalent,yes,yes,Patrician,MEN-846934,8.59,per_sq_ft,,,8.59,equivalent,yes,yes,,,,,,,,not carried,,no,8.3483,-0.1387,win,floor_and_decor
G0071,Solid Hardwood,Unfinished Solid,Unfinished Solid - Meridian red oak 0.5,sq_ft,15455.0,Sonoma,FLO-835489,7.69,per_sq_ft,,6.49,6.49,base,yes,yes,Home Decorators Collection,HOM-429846,9.39,per_sq_ft,,,9.39,equivalent,yes,yes,Villa Barcelona,LOW-924553,9.19,per_sq_ft,,,9.19,close,yes,yes,Dakota,MEN-264997,179.98,per_case,22.19,139.98,6.3082,equivalent,yes,yes,,,,,,,,not carried,,no,6.3082,0.0288,loss,menards
G0072,Solid Hardwood,Unfinished Solid,Unfinished Solid - Nordic hickory 0.5,sq_ft,43831.0,Founders,FLO-578973,6.19,per_sq_ft,,,6.19,base,yes,yes,Home Decorators Collection,HOM-144490,144.98,per_case,18.4,,7.8793,equivalent,yes,yes,Villa Barcelona,LOW-716646,7.29,per_sq_ft,,,7.29,equivalent,no,no,Masterforce,MEN-960519,6.49,per_sq_ft,,,6.49,equivalent,yes,yes,,,,,,,,not carried,,no,6.49,-0.0462,win,floor_and_decor
G0073,Solid Hardwood,Prefinished Solid,Prefinished Solid - Cambridge maple 0.75,sq_ft,34840.0,Sonoma,FLO-493876,3.89,per_sq_ft,,,3.89,base,yes,yes,Home Decorators Collection,HOM-907089,90.99,per_case,20.5,,4.4385,close,yes,yes,Villa Barcelona,LOW-462656,4.19,per_sq_ft,,,4.19,equivalent,yes,yes,Tuscany,MEN-612066,4.29,per_sq_ft,,3.69,3.69,equivalent,yes,yes,,,,,,,,not carried,,no,3.69,0.0542,loss,menards
G0074,Solid Hardwood,Prefinished Solid,Prefinished Solid - Yorkshire birch 0.75,sq_ft,13631.0,Sonoma,FLO-702833,4.79,per_sq_ft,,,4.79,base,yes,yes,Malibu Wide Plank,HOM-740388,104.98,per_case,19.38,,5.4169,close,yes,yes,Villa Barcelona,LOW-544618,5.59,per_sq_ft,,,5.59,equivalent,yes,yes,Patrician,MEN-420475,114.98,per_case,22.26,,5.1653,equivalent,yes,yes,,,,,,,,not carried,,no,5.1653,-0.0727,win,floor_and_decor
G0075,Porcelain Tile,Outdoor Paver,Outdoor Paver - Bianco porcelain 12x12,sq_ft,35970.0,Founders,FLO-720813,1.69,per_sq_ft,,,1.69,base,yes,yes,Home Decorators Collection,HOM-242618,1.99,per_sq_ft,,,1.99,equivalent,yes,yes,allen + roth,LOW-644884,1.79,per_tile,1.0,,1.79,equivalent,yes,yes,Tuscany,MEN-410115,39.99,per_case,21.84,34.98,1.6016,equivalent,yes,yes,Rush River,TIL-530312,2.19,per_tile,1.0,,2.19,equivalent,yes,yes,1.6016,0.0552,loss,menards
G0076,Porcelain Tile,Outdoor Paver,Outdoor Paver - Stonehaven porcelain 12x12,sq_ft,105389.0,Founders,FLO-934048,3.69,per_sq_ft,,,3.69,base,yes,yes,Home Decorators Collection,HOM-900874,4.49,per_sq_ft,,,4.49,equivalent,yes,yes,Satori,LOW-705132,4.39,per_sq_ft,,,4.39,equivalent,yes,yes,Tuscany,MEN-406846,60.98,per_case,12.36,,4.9337,equivalent,yes,yes,Superior,TIL-756083,5.19,per_tile,1.0,,5.19,equivalent,yes,yes,4.39,-0.1595,win,floor_and_decor
G0077,Porcelain Tile,Concrete Look,Concrete Look - Tidewater porcelain 24x24,sq_ft,96069.0,Founders,FLO-708578,2.09,per_sq_ft,,,2.09,base,yes,yes,Home Decorators Collection,HOM-823160,38.97,per_case,14.93,,2.6102,equivalent,yes,yes,allen + roth,LOW-909677,2.69,per_sq_ft,,2.49,2.49,equivalent,yes,yes,Tuscany,MEN-130073,2.29,per_sq_ft,,,2.29,equivalent,yes,yes,Superior,TIL-333003,10.99,per_tile,4.0,9.39,2.3475,equivalent,yes,yes,2.29,-0.0873,win,floor_and_decor
G0078,Porcelain Tile,Marble Look,Marble Look - Bayside porcelain 12x12,sq_ft,81021.0,Nova,FLO-671603,1.89,per_sq_ft,,,1.89,base,yes,yes,TrafficMaster,HOM-960993,2.19,per_sq_ft,,,2.19,equivalent,no,no,Style Selections,LOW-174294,2.39,per_tile,1.0,,2.39,equivalent,yes,yes,Masterforce,MEN-914965,1.99,per_sq_ft,,,1.99,equivalent,no,no,,,,,,,,not carried,,no,2.39,-0.2092,win,floor_and_decor
G0079,Porcelain Tile,Outdoor Paver,Outdoor Paver - Maplewood porcelain 8x48,sq_ft,25412.0,MSI,FLO-409198,3.99,per_sq_ft,,,3.99,base,yes,yes,MSI,HOM-117445,82.99,per_case,18.11,,4.5826,exact,yes,yes,MSI,LOW-758125,11.99,per_tile,2.6667,,4.4962,exact,yes,yes,,,,,,,,not carried,,no,MSI,TIL-795035,4.29,per_sq_ft,,,4.29,exact,yes,yes,4.29,-0.0699,win,floor_and_decor
G0080,Porcelain Tile,Concrete Look,Concrete Look - Blackwater porcelain 24x48,sq_ft,141764.0,Salerno,FLO-421025,3.79,per_sq_ft,,,3.79,base,yes,yes,TrafficMaster,HOM-498836,4.19,per_sq_ft,,,4.19,equivalent,yes,yes,Satori,LOW-856350,4.59,per_sq_ft,,,4.59,equivalent,yes,yes,Patrician,MEN-494920,75.99,per_case,17.06,,4.4543,equivalent,yes,yes,Superior,TIL-830326,5.09,per_sq_ft,,,5.09,equivalent,yes,yes,4.19,-0.0955,win,floor_and_decor
G0081,Porcelain Tile,Wood Look Plank,Wood Look Plank - Bayside porcelain 6x24,sq_ft,50412.0,MSI,FLO-121726,2.19,per_sq_ft,,,2.19,base,yes,yes,MSI,HOM-992896,2.39,per_sq_ft,,,2.39,exact,yes,yes,MSI,LOW-231681,2.49,per_tile,1.0,,2.49,exact,yes,yes,MSI,MEN-295008,2.39,per_sq_ft,,,2.39,exact,yes,yes,MSI,TIL-113463,2.39,per_tile,1.0,,2.39,exact,yes,yes,2.39,-0.0837,win,floor_and_decor
G0082,Porcelain Tile,Marble Look,Marble Look - Bergamo porcelain 12x12,sq_ft,18352.0,Founders,FLO-881814,3.09,per_sq_ft,,,3.09,base,yes,yes,TrafficMaster,HOM-566456,3.49,per_sq_ft,,,3.49,equivalent,yes,yes,Style Selections,LOW-281267,3.39,per_sq_ft,,2.79,2.79,equivalent,no,no,Masterforce,MEN-678316,61.99,per_case,17.76,,3.4904,equivalent,yes,yes,Rush River,TIL-298354,4.19,per_tile,1.0,,4.19,equivalent,yes,yes,3.49,-0.1146,win,floor_and_decor
G0083,Porcelain Tile,Outdoor Paver,Outdoor Paver - Thornbury porcelain 6x36,sq_ft,78094.0,Sonoma,FLO-214359,2.69,per_sq_ft,,2.49,2.49,base,yes,yes,Home Decorators Collection,HOM-576570,3.39,per_sq_ft,,,3.39,equivalent,yes,yes,,,,,,,,not carried,,no,Patrician,MEN-732944,58.98,per_case,17.37,50.98,2.9349,equivalent,yes,yes,Rush River,TIL-999066,3.29,per_sq_ft,,,3.29,equivalent,yes,yes,2.9349,-0.1516,win,floor_and_decor
G0084,Porcelain Tile,Marble Look,Marble Look - Granite Peak porcelain 12x12,sq_ft,112291.0,Marazzi,FLO-759648,4.69,per_sq_ft,,,4.69,base,yes,yes,Marazzi,HOM-737023,5.19,per_sq_ft,,,5.19,exact,yes,yes,Marazzi,LOW-275613,5.19,per_tile,1.0,,5.19,exact,yes,yes,Marazzi,MEN-644178,104.98,per_case,21.79,,4.8178,exact,yes,yes,Marazzi,TIL-977782,5.29,per_sq_ft,,,5.29,exact,yes,yes,4.8178,-0.0265,win,floor_and_decor
G0085,Porcelain Tile,Wood Look Plank,Wood Look Plank - Ashford porcelain 8x48,sq_ft,108030.0,Nova,FLO-633018,4.29,per_sq_ft,,,4.29,base,yes,yes,TrafficMaster,HOM-927005,57.99,per_case,12.1,50.97,4.2124,close,no,no,Style Selections,LOW-397500,14.98,per_tile,2.6667,,5.6174,close,yes,yes,Dakota,MEN-861990,5.69,per_sq_ft,,,5.69,equivalent,yes,yes,Kismet,TIL-842319,5.49,per_sq_ft,,,5.49,equivalent,yes,yes,5.49,-0.2186,win,floor_and_decor
G0086,Porcelain Tile,Wood Look Plank,Wood Look Plank - Quarry porcelain 6x24,sq_ft,114273.0,Daltile,FLO-998485,3.69,per_sq_ft,,,3.69,base,yes,yes,Daltile,HOM-132113,3.89,per_sq_ft,,,3.89,exact,yes,yes,Daltile,LOW-687461,3.99,per_sq_ft,,3.69,3.69,exact,no,no,Daltile,MEN-824769,63.98,per_case,15.95,,4.0113,exact,yes,yes,Daltile,TIL-709913,4.09,per_sq_ft,,,4.09,exact,yes,yes,3.89,-0.0514,win,floor_and_decor
G0087,Porcelain Tile,Outdoor Paver,Outdoor Paver - Ivory porcelain 24x24,sq_ft,68378.0,Founders,FLO-443352,2.59,per_sq_ft,,,2.59,base,yes,yes,Home Decorators Collection,HOM-149719,71.99,per_case,21.02,,3.4248,equivalent,yes,yes,Satori,LOW-119562,2.89,per_sq_ft,,,2.89,equivalent,no,no,Patrician,MEN-567771,3.39,per_sq_ft,,,3.39,equivalent,no,no,Superior,TIL-473942,3.19,per_sq_ft,,,3.19,equivalent,yes,yes,3.19,-0.1881,win,floor_and_decor
G0088,Porcelain Tile,Large Format,Large Format - Sundance porcelain 24x48,sq_ft,37732.0,Nova,FLO-729660,5.59,per_sq_ft,,,5.59,base,yes,yes,Home Decorators Collection,HOM-289230,7.09,per_sq_ft,,,7.09,equivalent,yes,yes,,,,,,,,not carried,,no,,,,,,,,not carried,,no,Superior,TIL-625704,7.19,per_sq_ft,,,7.19,equivalent,yes,yes,7.09,-0.2116,win,floor_and_decor
G0089,Porcelain Tile,Outdoor Paver,Outdoor Paver - Quarry porcelain 6x36,sq_ft,90233.0,Salerno,FLO-353009,1.79,per_sq_ft,,,1.79,base,yes,yes,TrafficMaster,HOM-172042,1.99,per_sq_ft,,,1.99,equivalent,yes,yes,Style Selections,LOW-458740,2.19,per_sq_ft,,,2.19,equivalent,no,no,Dakota,MEN-148075,29.97,per_case,15.34,,1.9537,equivalent,yes,yes,Superior,TIL-268308,2.39,per_tile,1.0,,2.39,close,no,no,1.9537,-0.0838,win,floor_and_decor
G0090,Porcelain Tile,Large Format,Large Format - Tidewater porcelain 24x48,sq_ft,20709.0,Founders,FLO-356949,2.99,per_sq_ft,,,2.99,base,yes,yes,Home Decorators Collection,HOM-417701,52.97,per_case,15.06,40.98,2.7211,equivalent,yes,yes,allen + roth,LOW-159559,27.99,per_tile,8.0,,3.4987,equivalent,yes,yes,Dakota,MEN-238338,3.69,per_sq_ft,,,3.69,equivalent,yes,yes,Marmi,TIL-517357,3.79,per_sq_ft,,,3.79,equivalent,yes,yes,2.7211,0.0988,loss,home_depot
G0091,Porcelain Tile,Marble Look,Marble Look - Sandstone porcelain 24x24,sq_ft,115842.0,Emser,FLO-728095,3.89,per_sq_ft,,,3.89,base,yes,yes,Emser,HOM-958979,52.97,per_case,12.62,,4.1973,exact,yes,yes,Emser,LOW-500627,4.39,per_sq_ft,,,4.39,exact,no,no,Emser,MEN-187436,52.97,per_case,12.75,,4.1545,exact,yes,yes,,,,,,,,not carried,,no,4.1545,-0.0637,win,floor_and_decor
G0092,Porcelain Tile,Outdoor Paver,Outdoor Paver - Whitewash porcelain 24x48,sq_ft,53286.0,Salerno,FLO-123026,2.29,per_sq_ft,,1.89,1.89,base,yes,yes,Home Decorators Collection,HOM-353777,55.99,per_case,19.18,,2.9192,equivalent,yes,yes,allen + roth,LOW-805785,21.98,per_tile,8.0,17.99,2.2487,equivalent,yes,yes,Patrician,MEN-676887,2.89,per_sq_ft,,2.49,2.49,equivalent,yes,yes,Superior,TIL-648506,2.69,per_sq_ft,,2.49,2.49,equivalent,yes,yes,2.2487,-0.1595,win,floor_and_decor
G0093,Porcelain Tile,Concrete Look,Concrete Look - Bayside porcelain 12x24,sq_ft,89429.0,Founders,FLO-954020,2.09,per_sq_ft,,,2.09,base,yes,yes,,,,,,,,not carried,,no,Satori,LOW-713110,2.39,per_sq_ft,,,2.39,equivalent,yes,yes,,,,,,,,not carried,,no,Kismet,TIL-615165,2.59,per_sq_ft,,,2.59,equivalent,yes,yes,2.39,-0.1255,win,floor_and_decor
G0094,Porcelain Tile,Outdoor Paver,Outdoor Paver - Thornbury porcelain 12x24,sq_ft,100140.0,Daltile,FLO-607083,5.09,per_sq_ft,,,5.09,base,yes,yes,Daltile,HOM-133712,5.49,per_sq_ft,,,5.49,exact,yes,yes,Daltile,LOW-849691,11.97,per_tile,2.0,,5.985,exact,yes,yes,Daltile,MEN-161385,114.98,per_case,21.94,91.99,4.1928,exact,yes,yes,,,,,,,,not carried,,no,4.1928,0.214,loss,menards
G0095,Porcelain Tile,Marble Look,Marble Look - Maplewood porcelain 12x12,sq_ft,115294.0,Nova,FLO-840505,4.79,per_sq_ft,,,4.79,base,yes,yes,TrafficMaster,HOM-921998,5.69,per_sq_ft,,,5.69,equivalent,yes,yes,Satori,LOW-693222,6.09,per_sq_ft,,,6.09,equivalent,yes,yes,Dakota,MEN-493440,85.97,per_case,15.01,77.97,5.1945,equivalent,yes,yes,Kismet,TIL-324264,6.09,per_sq_ft,,,6.09,equivalent,yes,yes,5.1945,-0.0779,win,floor_and_decor
G0096,Porcelain Tile,Large Format,Large Format - Quarry porcelain 12x24,sq_ft,39440.0,Nova,FLO-748236,5.89,per_sq_ft,,,5.89,base,yes,yes,TrafficMaster,HOM-612017,6.69,per_sq_ft,,5.59,5.59,equivalent,yes,yes,Style Selections,LOW-542780,15.99,per_tile,2.0,,7.995,equivalent,yes,yes,Patrician,MEN-579605,6.69,per_sq_ft,,,6.69,equivalent,yes,yes,Marmi,TIL-611108,14.99,per_tile,2.0,,7.495,equivalent,yes,yes,5.59,0.0537,loss,home_depot
G0097,Porcelain Tile,Marble Look,Marble Look - Yorkshire porcelain 24x48,sq_ft,30584.0,Nova,FLO-889333,3.79,per_sq_ft,,,3.79,base,yes,yes,Home Decorators Collection,HOM-467332,87.97,per_case,20.42,,4.308,equivalent,yes,yes,allen + roth,LOW-102205,4.89,per_sq_ft,,,4.89,equivalent,yes,yes,Patrician,MEN-725936,4.69,per_sq_ft,,3.89,3.89,equivalent,yes,yes,,,,,,,,not carried,,no,3.89,-0.0257,win,floor_and_decor
G0098,Porcelain Tile,Large Format,Large Format - Windsor porcelain 24x24,sq_ft,30763.0,Sonoma,FLO-425786,5.39,per_sq_ft,,,5.39,base,yes,yes,TrafficMaster,HOM-297988,129.98,per_case,20.91,,6.2162,close,yes,yes,Satori,LOW-701130,6.69,per_sq_ft,,,6.69,equivalent,yes,yes,Dakota,MEN-500351,139.98,per_case,20.6,,6.7951,equivalent,yes,yes,Rush River,TIL-709678,6.99,per_sq_ft,,6.09,6.09,equivalent,yes,yes,6.09,-0.1149,win,floor_and_decor
G0099,Porcelain Tile,Marble Look,Marble Look - Maplewood porcelain 12x12,sq_ft,20183.0,Founders,FLO-821710,4.79,per_sq_ft,,3.99,3.99,base,yes,yes,Home Decorators Collection,HOM-173625,124.98,per_case,20.65,,6.0523,equivalent,yes,yes,Satori,LOW-490615,6.39,per_tile,1.0,,6.39,equivalent,yes,yes,Tuscany,MEN-402160,5.89,per_sq_ft,,,5.89,equivalent,yes,yes,Kismet,TIL-679055,5.89,per_tile,1.0,,5.89,equivalent,yes,yes,5.89,-0.3226,win,floor_and_decor
G0100,Porcelain Tile,Large Format,Large Format - Blackwater porcelain 12x12,sq_ft,148412.0,Daltile,FLO-971675,4.39,per_sq_ft,,,4.39,base,yes,yes,Daltile,HOM-657742,74.97,per_case,15.6,,4.8058,exact,yes,yes,Daltile,LOW-444421,4.79,per_tile,1.0,,4.79,exact,yes,yes,Daltile,MEN-358629,87.98,per_case,18.63,,4.7225,exact,yes,yes,Daltile,TIL-722620,4.89,per_tile,1.0,,4.89,exact,yes,yes,4.7225,-0.0704,win,floor_and_decor
G0101,Ceramic Tile,Field Tile,Field Tile - Windsor ceramic 4x16,sq_ft,11366.0,Nova,FLO-842870,2.89,per_sq_ft,,,2.89,base,yes,yes,,,,,,,,not carried,,no,Style Selections,LOW-207493,3.19,per_sq_ft,,,3.19,close,yes,yes,Masterforce,MEN-207112,3.19,per_sq_ft,,,3.19,close,yes,yes,Rush River,TIL-339288,1.59,per_tile,0.4444,,3.5779,close,no,no,3.19,-0.094,win,floor_and_decor
